Unformatted_API_UWI_14,ENVOperator,FirstProdDate,LateralLength_FT,ProppantIntensity_LBSPerFT,WaterIntensity_GALPerFT,OilGravity_API,AvgHzDistAtDrillTimeSameZone_FT,ClosestHzDistAtDrillTimeSameZone_FT,WellName,First12MonthOil_BBL,First12MonthGas_MCF
42389348530000,CONOCOPHILLIPS,9/1/2015,5500,1743.8729,1920.6407,43,,,TYCOON B 603H,137499.7,489572.3
42389365250000,CHEVRON,7/1/2018,7625,2459.345,2219.0383,44,,,CALAMITY JANE 2124H,52357.105,209891.69
42389333000000,CONOCOPHILLIPS,10/1/2012,3485,1236.0746,1082.4589,44,,,COWBOY 1202H,100909,175244
42389392580000,CALLON,,10155,,,47,1071.942431,968.8761663,WOMAC A5 10UA,,
42389367130000,"MAPLE ENERGY HOLDINGS, LLC",6/1/2018,7362,2538.2788,2861.915,46,1978.037339,1978.037339,IMPERIAL EAGLE 24 1H,142571,368685
42389370810000,OCCIDENTAL,5/1/2019,10055,2493.3247,2300.1965,48,1061.413616,1058.722402,SARATOGA STATE 54-4-10 UNIT 3H,228579,868387
42389373190000,CHEVRON,6/1/2019,9653,2510.0208,1974.041,43,840.8710919,840.6303454,CALAMITY JANE WEST 2809H,146286.89,800337.56
42389374470000,APA CORP,8/1/2019,4724,2015.8937,1837.011,48,1620.476542,1620.476542,JACKSON 411AH,92484,479985
42389344480000,COTERRA ENERGY,5/1/2015,4304,1333.5736,1708.3794,55,,,COURTHOUSE 57-27 1H,137968,786622
42389350570000,OCCIDENTAL,2/1/2016,4396,,,43,845.126482,845.126482,VANGUARD 3 15H,135060.06,300803.75
42389351980000,OCCIDENTAL,9/1/2016,6858,1401.3998,1390.0626,48,815.0714224,815.0714224,TETON 56-2-26 UNIT D 1H,114791,374181
42389359720000,CENTENNIAL RESOURCE DEVELOPMENT,9/1/2017,4147,2805.2979,3139.8945,45,799.3791491,798.1311623,CABRITO STATE 7H,90518.35,322421.78
42389381930000,CALLON,4/1/2020,10611,1968.9254,2401.3306,46,972.8176198,972.8176198,DOROTHY-SANSOM 3875 ALLOC A 20H,202659,1172844
42389384770000,OCCIDENTAL,5/1/2020,7316,,,53,1813.59785,1813.59785,GRIFFIN STATE 56-3-41 UNIT 3H,161655,667675
42389386830000,OCCIDENTAL,6/1/2020,10272,1820.0272,1131.0287,52,939.8300992,939.8300992,YORKTOWN STATE 55-4-38 UNIT 2H,100420,632363
42389388390000,COLGATE OPERATING,11/1/2020,9600,,,44,1032.635379,1032.635379,SHADRACH 68 UNIT 223H,192722,473870
42389388890000,CHEVRON,11/1/2020,6958,2501.9346,2795.6553,43,877.6637981,875.8435067,CHARLES GOODNIGHT 266-265 UNIT A 4H,288298.38,381955.38
42389343000000,CHEVRON,2/1/2015,4244,1851.3195,1510.3374,43,,,BILLY MINER 27 2H,114719.555,188500.52
42389344680000,OCCIDENTAL,3/1/2015,3905,1395.3214,1509.2251,43,750.0756121,369.439675,GRANADA 11 5H,71238.15,60971.914
42389346330000,COTERRA ENERGY,5/1/2015,9883,,,50,,,BIG TIMBER STATE 57-25 UNIT 1H,247934,1110917
42389347960000,CONOCOPHILLIPS,7/1/2015,6656,1267.0076,1695.273,43,1533.057745,1018.649857,GIPPER STATE EAST 2504H,112810.07,167236.86
42389351320000,CHEVRON,5/1/2016,9482,2015.2246,3677.826,39,,,MAN O WAR 5-8 4HA,308589,619283
42389339520000,COTERRA ENERGY,1/1/2014,4750,1046.3242,1231.3339,47,,,LH MEEKER C21 1501H,96910,376944
42389357440000,"MAPLE ENERGY HOLDINGS, LLC",12/1/2017,5981,2815.7356,3200.4001,50,,,ASSAULT 6 1H,101189,799810
42389359830000,FED OPERATING LLC,8/1/2017,4570,2495.964,2376.4565,50,,,FOUNDERS O'BRIEN STATE 3H,67732,664162
42389360290000,"MAPLE ENERGY HOLDINGS, LLC",3/1/2018,4705,3259.73,3882.6577,50,,,SECRETARIAT 10 1HR,66310,978742
42389363560000,EOG,4/1/2018,7101,2665.516,1785.8606,46,1113.133404,1109.780775,STATE STREET 20-29 B UNIT 5H,126200,789093
42389370760000,CALLON,8/1/2018,4446,1991.9208,2485.6736,49,,,FLEMING 13 10H,35542,970001
42389375700000,DIAMONDBACK,8/1/2019,4730,2057.385,2151.7205,48,,,VOLUNTEER STATE 54-36 605H,42464.473,393971.2
42389349990000,OCCIDENTAL,2/1/2016,4395,1837.4854,1920.242,43,942.8260885,928.4675074,LENOX 2 13H,86652.22,172418.45
42389383760000,DIAMONDBACK,1/1/2020,7921,,,47,819.288315,819.288315,DUNIGAN STATE UNIT W 53-6-17 602H,181474.92,733907.2
42389384550000,CHEVRON,11/1/2019,10208,2469.295,2991.1382,42,867.0809665,829.977027,COLE YOUNGER STATE 30-23 UNIT B 7H,140809.84,346722.6
42389390960000,COTERRA ENERGY,1/1/2021,9739,3060.8892,2175.9622,50,1460.299351,1263.007657,BIG SKY STATE 55-16 UNIT H 8H,191318,693998.8
42389378830001,CENTENNIAL RESOURCE DEVELOPMENT,10/1/2019,7792,,,,,,IRON EAGLE UNIT B U 05H,,
42389376129000,OCCIDENTAL,7/1/2019,,,,,,,YETI STATE 56-2-45 UNIT 3H,,
42389387840100,COLGATE OPERATING,2/1/2021,,,,,,,GARRISON BROTHERS STATE UNIT 2H,,
42389389030200,BP,9/1/2020,,,,,,,CHEVY BLAZER 56-T3-20X17 W101H,,
42389346330100,COTERRA ENERGY,5/1/2015,,,,,,,BIG TIMBER STATE 57-25 UNIT 1H,,
42389358680000,CENTENNIAL RESOURCE DEVELOPMENT,10/1/2017,5977,2407.9104,2507.4875,40,1053.622072,863.5379537,BALMORHEA STATE C 4H,186969,353221
42389358960000,CHEVRON,4/1/2018,9036,2497.972,2251.1035,45,846.5398223,846.5398223,SAM PREWITT 255-256 UNIT A 13H,213191,361278.25
42389362180000,APA CORP,12/1/2017,5781,1444.3273,1349.071,52,780.2549747,764.5082593,GRANT 401AH,129604,543191
42389366230000,DIAMONDBACK,8/1/2018,9574,2011.355,2417.1326,49,827.9748616,827.9748616,VICTORY STATE B 54-14-19 605H,297458,1125779
42389367670000,CALLON,6/1/2018,7605,1153.098,2644.6304,46,670.9434444,670.9434444,ZEMAN 40 ALLOC. C 11H,162219,1000663
42389368440000,CENTENNIAL RESOURCE DEVELOPMENT,5/1/2018,4924,,2600.4944,38,738.4180571,508.5528779,C.H. KNIGHT U 13H,115982.96,328997.8
42389368730000,EXXON,1/1/2019,4423,,,43,987.8578402,987.8578402,HURLEY 56-18 5H,139300,672166
42109333260000,COTERRA ENERGY,5/1/2019,10133,2192.943,1972.6399,43,1266.615,1266.615,BROKERS TIP 24 STATE UNIT 3H,200565,1524785
42389371860000,"MAPLE ENERGY HOLDINGS, LLC",12/1/2018,4316,2288.0518,2559.6116,49,,,SMARTY JONES 26 5H,49759.973,116175.74
42389337260000,CENTENNIAL RESOURCE DEVELOPMENT,4/1/2017,4164,2272.1997,2404.3154,48,1769.31452,1769.31452,NICHOLAS 2H,80701.7,257653
42389354810000,OCCIDENTAL,5/1/2017,10174,2509.655,2415.0579,70,,,SIEVERS A UNIT 3H,129640,723160
42389376120000,OCCIDENTAL,7/1/2019,6954,2578.917,2391.5537,48,1495.470911,1495.470911,YETI STATE 56-2-45 UNIT 3H,147005,598974
42301342290000,DIAMONDBACK,6/1/2019,6011,,,45,,,MODESTA UNIT 33-81-78 601H,126411,1405732
42389378830000,CENTENNIAL RESOURCE DEVELOPMENT,10/1/2019,9226,2410.4946,2128.5251,44,859.7890874,801.8708173,IRON EAGLE UNIT B U 05H,100824.375,192110.81
42389379110000,CHEVRON,4/1/2020,9671,2507.7283,2272.831,44,844.1981388,844.1981388,DOC HOLLIDAY STATE 34-43 UNIT 11H,195074.97,450564.5
42389382300000,CALLON,6/1/2021,10035,1998.6975,1732.9321,48,436.1268431,436.1268431,GRIFFIN STATE UNIT 1922 11H,,
42389387840000,COLGATE OPERATING,2/1/2021,7570,2124.7966,2398.5605,44,1000.22577,1000.22577,GARRISON BROTHERS STATE UNIT 2H,,
42389389030100,BP,9/1/2020,9821,2643.207,3156.6458,50,,,CHEVY BLAZER 56-T3-20X17 W101H,216442,406068
42389389030000,BP,9/1/2020,10598.68,,,,,,CHEVY BLAZER 56-T3-20X17 W101H,,
42389379850000,DIAMONDBACK,8/1/2019,10300,1018.3915,2249.104,48,829.0781702,816.0392642,CHECKERS STATE UNIT 54-12-21 602H,167758.73,784600.44
42389381420000,COLGATE OPERATING,5/1/2019,7148,2523.199,2821.985,46,,,WL WELLER 22-21S UNIT 1H,90408,297448
42389384800000,OCCIDENTAL,5/1/2020,7316,,,53,1664.692289,1664.692289,MAGIC STATE 56-3-39 UNIT 2H,149969,563519
42389384790000,OCCIDENTAL,5/1/2020,7316,,,53,1669.204545,1669.204545,GRIFFIN STATE 56-3-41 UNIT 4H,191837,718616
42389360170000,CENTENNIAL RESOURCE DEVELOPMENT,8/1/2017,4283,2527.7783,2711.177,47,,,PISTOL C18-24 1H,108194,738854
42389360420000,CALLON,10/1/2017,9396,2030.3601,2483.5232,46,2577.564793,2577.564793,MCDERMOTT STATE UNIT 1720 1H,175436,1148395
42389347480000,DEVON,11/1/2016,4648,2665.9897,2442.0452,49,,,LOUIS STATE 24 2H,139586.38,176662.73
42389336269000,CONOCOPHILLIPS,7/1/2013,,,,,,,BIG LUB 1904H,,
42389378230000,OCCIDENTAL,11/1/2019,10102,,1556.9293,43,,,ORPHEUM STATE 11-14-1N 16H,189773,250406
42389382020000,COLGATE OPERATING,6/1/2019,9906,1934.1702,2673.598,44,,,FOUR ROSES 23S UNIT 1H,131145,512894
42389384280000,CENTENNIAL RESOURCE DEVELOPMENT,8/1/2019,6699,2566.9736,2020.7775,47,,,BIRDMAN A U 03H,102906,1455317
42389384360000,EOG,10/1/2020,4720,2498.3582,2116.5776,60,777.2034921,777.2034921,STATE HARRISON RANCH 57 2118H,135084,616810
42389388200000,CHEVRON,2/1/2021,7223,2431.1165,2467.5103,43,1531.325462,1044.104302,HORNET STATE 26-27 UNIT B 3H,,
42389342920001,EOG,12/1/2017,5039,2256.4556,1462.0818,49,,,STATE APACHE 57 1109H,,
42389344169000,COTERRA ENERGY,4/1/2016,,,,,,,CABINET STATE 55-2 UNIT 1H,,
42475370830100,SHELL,9/1/2016,,,,,,,MONROE WEST 1-17 WRD 2H,,
42389355980000,DIAMONDBACK,9/1/2017,9162,1880.0397,2102.3708,48,842.8665992,842.8665992,ALAMEDA STATE UNIT 54-8-1 601H,160692.67,1100104.6
42475370830000,SHELL,9/1/2016,4811,1540.3112,799.35315,55,,,MONROE WEST 1-17 WRD 2H,16663.193,69989.96
42389352600000,DIAMONDBACK,,10502,3775.0103,4388.316,46,,,LONGFELLOW UNIT 3-13 601H,,
42389334900000,CHEVRON,2/1/2013,3618,,1069.3688,36,,,"CWEI-CHK ""199-13"" 3H",50039.133,56820.133
42389341070000,EOG,11/1/2014,4890,1597.4575,1305.1678,50,,,STATE HARRISON RANCH 57 1501H,180794,725811
42475365380000,OCCIDENTAL,2/1/2014,4312,590.74445,1428.0585,45,1242.722529,1138.644518,MONROE 34-210 5H,71239.72,292441.4
42389348190000,EOG,8/1/2015,4840,2034.2872,1802.286,52,893.822646,893.822646,STATE PHILLIPS 56 305H,107099,514333
42389344160000,COTERRA ENERGY,4/1/2016,4480,1641.5016,1863.5312,50,,,CABINET STATE 55-2 UNIT 1H,230510,782664
42389342920000,EOG,12/1/2017,5039.0103,,,,1114.161495,662.4078337,STATE APACHE 57 1109H,101313,401352
42389371490000,"MAPLE ENERGY HOLDINGS, LLC",10/1/2018,6726,2631.022,2876.5571,47,981.9002541,483.9488307,OMAHA 11-2 2HM,119170,494004
42389372000000,DIAMONDBACK,5/1/2019,11202,1825.5287,2658.3398,48,771.4710833,771.4710833,LONGFELLOW UNIT 3-13 604H,198136.11,750944.5
42389353020000,COTERRA ENERGY,12/1/2016,7474,1779.0233,1751.0078,47,836.1633949,836.1633949,BOUCHER 2 03H,204940,740053
42389364870000,PDC ENERGY,8/1/2018,7557,1893.6117,1902.6133,44,770.5230409,767.6892263,GRIZZLY BEAR 7780 4U A 4H,142792,352215
42389366860000,CHEVRON,,9118.019,,,,846.7289552,846.7289552,SAM PREWITT 255-256 UNIT A 11H,,
42389367440000,COTERRA ENERGY,10/1/2018,4559,2322.9673,1968.0768,45,874.8796197,874.8796197,CATHEDRAL STATE 57-6 UNIT 6H,138609,804420
42109333700000,CAPITAN ENERGY INC,5/1/2019,4554,2757.1284,2720.9075,53,1497.723585,1497.723585,ROXANNE FEE 46 3H,128789,621647
42389356980000,PDC ENERGY,10/1/2017,10151,2195.078,2379.051,41,,,GRIZZLY SOUTH 7673 A 1H,321554.94,773499.25
42389358160000,OCCIDENTAL,1/1/2018,3686,2544.0667,2362.1567,49,,,PHOENIX 56-2-31 UNIT 1H,61257,235330
42389359540000,OCCIDENTAL,11/1/2017,6829,2488.2715,2294.6885,48,,,SHILOH STATE 55-4-34 UNIT 1H,90272,288558
42389361250000,DEVON,4/1/2018,6626,1989.8425,1983.8273,48,335.29533,335.29533,WILE E.COYOTE STATE 40 10H,93546.79,496654.97
42389365300000,APA CORP,5/1/2018,4423,1925.702,1714.2515,50,746.0852734,624.9141142,GRANT 407AH,117795,513802
42475373300000,SHELL,10/1/2018,4761,2426.2544,1204.2117,48,941.181213,917.1300466,ZPZ 34-196 WRD UNIT 3H,67553,252881
42475374470000,EXXON,3/1/2019,10053,2459.999,2210.8098,45,549.5816254,482.6819707,MI NOCHE 4H,137074.44,746209.3
42389373920000,OCCIDENTAL,7/1/2019,7238,2508.8206,2292.862,49,2299.176588,2299.176588,KAYCEE STATE 57-3-33 UNIT 4H,153141,698757
42389336260000,CONOCOPHILLIPS,7/1/2013,3024,1181.8518,1642.5834,45,,,BIG LUB 1904H,30038,149167
42389382440000,CHEVRON,10/1/2019,10107,,,42,912.4653525,903.4185624,COLE YOUNGER STATE 30-23 UNIT A 5H,192250.81,395293.44
42389376460000,OCCIDENTAL,9/1/2019,10280,2479.1274,2305.9822,48,1556.044801,1556.044801,SASQUATCH STATE 56-2-38 UNIT 2H,151370,535679
42389379830000,CALLON,11/1/2019,6250,2038.1758,2490.5127,47,729.9013446,729.9013446,CHRISTIAN 2 ALLOC C 11H,92419,625203
42389382010000,CHEVRON,6/1/2019,7652,2289.3796,1813.3035,44,,,DALE EVANS 196-25 UNIT A 7H,211715,372549
42389382320000,OCCIDENTAL,11/1/2019,5556,2509.868,2342.434,52,,,SABINE PASS 53-4-4 UNIT 1H,157407,512873
42109334790000,CAPITAN ENERGY INC,9/1/2019,4596,,1704.3196,54,1418.235904,1418.235904,WILLIAM FEE 32 4H,114811,469409
42389383050000,DIAMONDBACK,1/1/2020,10433,,,47,827.3737464,828.2728285,DUNIGAN STATE UNIT E 53-6-17 601H,195170.34,810877.6
42389386370000,TITUS OIL & GAS,1/1/2020,5101,,,48,1709.643641,1709.643641,NIGHTHAWK STATE 432H,151903,829285
42109328350000,U.S. ENERGY DEV CORP,7/1/2016,4261,1888.2493,1563.9309,52,,,ADMIRAL FRANK FLETCHER 1HC,16586,637308
42389349520000,OCCIDENTAL,6/1/2016,7598,1735.6122,1664.1105,43,816.9451547,814.692656,"BUZZARD STATE ""21"" UNIT 17H",150453.38,361902.78
42389337850000,CONOCOPHILLIPS,9/1/2013,4780,1116.721,1367.267,46,,,RAIL SPLITTER 103H,220577.77,379911.4
42389336820000,CONOCOPHILLIPS,11/1/2013,4084,1222.2723,1132.8579,46,,,TYCOON A 2501H,139387.8,252914.69
42389340820000,COLGATE OPERATING,8/1/2014,4003,1585.2893,1472.0317,38,707.0552121,707.0552121,ANNAKATHERINE 23 5H,142857.86,164322.7
42389342290000,OCCIDENTAL,9/1/2014,7255,1499.2389,1682.0171,43,,,"BUZZARD STATE ""21"" UNIT 9H",167796.97,247043.44
42389340100000,CHEVRON,4/1/2014,4019,766.3598,1026.6748,43,,,BALMORHEA RANCH 41 3H,115416,179856
42389357210000,DIAMONDBACK,12/1/2017,4762,1653.5277,1916.6094,48,,,CESSNA 54-14-19 601H,188850,383272
42389358790000,EOG,3/1/2018,10909,2525.0957,2044.8599,52,,,STATE STREAMER UNIT 1H,283968,1267261
42389371620000,CHEVRON,12/1/2018,9832,2579.7446,2008.199,43,1507.553389,1006.744297,RAGAN SMITH STATE 36-37 UNIT B 9H,186174.9,330038.8
42389371550000,DEVON,11/1/2018,9697,2452.106,1777.466,48,,,ROADRUNNER STATE 2 2H,219218,2113859
42389376490000,CENTENNIAL RESOURCE DEVELOPMENT,2/1/2019,7630,2288.1785,2098.4368,49,,,PREDATOR EAST U 41H,197484.28,340974.75
42389377760000,1920 ENERGY,8/1/2019,10325,1991.3854,2195.377,56,918.4873179,918.4873179,TOMAHAWK 10H,41187,242914
42389381700000,CHEVRON,11/1/2019,6950,2512.9468,2963.8335,44,1346.894455,1006.046838,CURLY BILL STATE 25-26 UNIT A 6H,149874.4,348159.88
42389341700000,BP,6/1/2014,4848,1157.7413,1174.9862,49,,,HILL AND MEEKER 56-T2-22 2H,167315,479483
42389352410000,CHEVRON,12/1/2017,7533,3046.118,2952.8403,42,2624.986788,2624.986788,CALAMITY JANE 2105H,220714.66,835287.7
42389384370000,EOG,10/1/2020,10070,2484.5803,2122.8652,59,1031.3532,796.936341,STATE DIAGON ALLEY A 1H,152803,737949
42389343130000,EOG,12/1/2014,4821,1564.0531,1515.3279,49,,,STATE APACHE 57 202H,180817,584296
42301326520000,EOG,12/1/2015,4198,1632.9595,1358.8871,46,,,HUESO SALTO STATE 55-2-48 LOV 2H,62297,277202
42389350890000,OCCIDENTAL,5/1/2016,6370,1402.8698,1384.3157,46,,,BETTS UNIT 53-4-2 1H,123619,438022
42389345010000,OCCIDENTAL,3/1/2015,3905,1389.0251,1383.4724,43,366.6667104,366.6667104,GRANADA 11 6H,84781.58,122255.49
42389340280000,BP,2/1/2014,4812,1243.9539,1193.1289,50,,,STATE HANGING H RANCH 56-T3-8 1H,107923,370430
42389353550000,OCCIDENTAL,6/1/2017,7207,2475.17,2414.0063,48,,,YETI STATE 56-2-45 UNIT 1H,60234,22825
42389377240000,CHEVRON,3/1/2020,7413,,2670.3853,53,1330.157095,924.7179903,BALMORHEA STATE 33-50 UNIT 1H,137078.08,191876.89
42389369890000,OCCIDENTAL,3/1/2019,7446,2489.624,2311.06,47,1525.244173,1525.244173,VICKSBURG STATE 55-4-26 UNIT 4H,222255,872350
42389379020000,CHEVRON,4/1/2020,10059,2476.168,2602.4675,44,848.6893192,838.2046585,DOC HOLLIDAY STATE 34-43 UNIT 3H,155128.62,302702.62
42389381190000,CENTENNIAL RESOURCE DEVELOPMENT,5/1/2019,8951,2581.557,2230.2417,45,,,HIGH NOON A U 49H,157590,1519291
42389383700000,BP,1/1/2020,4451,2941.0671,2629.3708,48,993.4699509,993.4699509,STATE HEDBLOM 56-T3-24 W115H,105802,338555
42389385070000,BP,6/1/2020,6957,2630.7122,2756.5933,49,657.8638132,655.5709648,STATE LOST & FOUND 57-T2-20X17 W111H,158387,836014
42389388320000,CHEVRON,11/1/2020,6958,,,43,882.7995723,879.4307239,CHARLES GOODNIGHT 266-265 UNIT C 8H,330549.38,458698.6
42389342800000,CONOCOPHILLIPS,11/1/2014,7140,1314.7513,1505.8595,44,1462.887788,1462.887788,TYCOON D 706H,261846.2,493582.2
42389352419000,CHEVRON,12/1/2017,,,,,,,CALAMITY JANE 2105H,,
42389346400001,CENTENNIAL RESOURCE DEVELOPMENT,7/1/2015,4348,,,,,,WEAVER STATE 4H,,
42389337630000,EOG,3/1/2014,4495,1402.02,1277.4915,55,,,STATE HARRISON RANCH 56 1402H,85026,353076
42389341700100,BP,6/1/2014,,,,,,,HILL AND MEEKER 56-T2-22 2H,,
42389357210100,DIAMONDBACK,12/1/2017,,,,,,,CESSNA 54-14-19 601H,,
42389348400000,EOG,11/1/2015,5001,2185.1667,3081.264,50,,,STATE APACHE 57 205H,218393,797518
42389353430000,DIAMONDBACK,1/1/2017,4762,1864.0928,2191.939,40,,,EXPRESS STATE 55-13-6 602H,154617.45,499319.06
42389391460000,DEVON,4/1/2021,9999,2514.7551,1769.4281,48,1339.131746,1051.813795,FIVER STATE 18-27C-54-4 412H,,
42389391840000,"CP EXPLORATION III OPERATING,LLC",1/1/2021,5170,2518.058,2266.0098,47,,,MURCHISON 87 1H,,
42389346400000,CENTENNIAL RESOURCE DEVELOPMENT,7/1/2015,4348,1503.9698,1392.3866,47,1639.958882,1440.105434,WEAVER STATE 4H,106683.72,232928.75
42109330290000,PDC ENERGY,4/1/2017,7027,1855.7056,2031.8457,60,,,H. M. PHILLIPS STATE 1720 1H,,
42389350920000,OCCIDENTAL,8/1/2016,7820,1394.2788,1345.2927,46,,,BOND UNIT 3-7 1H,105475,567749
42389357949000,COTERRA ENERGY,12/1/2017,,,,,,,BIG SKY STATE 55-16 UNIT 2H,,
42389341440100,PDC ENERGY,1/1/2015,,,,,,,WILSON 56-7 UNIT 1H,,
42389356030000,OCCIDENTAL,4/1/2019,4307,1418.4072,1380.0126,47,,,DROOP MOUNTAIN 55-4-35 1H,106018,373120
42389355540000,"ATLANTIC RESOURCES COMPANY, LLC",8/1/2017,6816,2274.9758,2191.0122,53,,,STATE CLARK 38-47 1H,32288,348182
42389355540100,"ATLANTIC RESOURCES COMPANY, LLC",8/1/2017,,,,,,,STATE CLARK 38-47 1H,,
42389347830000,CONOCOPHILLIPS,10/1/2015,7902,1771.8281,2041.7035,42,1526.883792,1526.883792,ANGLER UNIT 303H,201158.12,337517
42389349650000,OCCIDENTAL,2/1/2016,4155,1438.0986,1370.6859,48,2620.488849,2620.488849,TEMIN UNIT 2-27 1H,78920,314125
42389337890000,CENTENNIAL RESOURCE DEVELOPMENT,11/1/2014,3833,1491.3478,1321.1969,42,,,NICHOLAS 1H,80285,221729
42475376860000,COLGATE OPERATING,9/1/2020,7394,2740.8767,2853.3247,42,,,EMMA 218-219 UNIT 1H,190988,3270669
42389380160000,PDC ENERGY,7/1/2019,10120,2186.0352,2155.9934,50,,,BUCKSKIN STATE 1003 4U A 4H,288590,1165705
42389380430000,CENTENNIAL RESOURCE DEVELOPMENT,1/1/2020,4243,2476.737,2307.8523,44,1355.493494,854.63449,PREDATOR WEST U 18H,81567.164,257636.95
42389381870000,CHEVRON,11/1/2019,7107,2535.1526,2983.9534,44,,,CURLY BILL STATE 25-26 UNIT B 8H,143212.39,280411.9
42389382760000,CHEVRON,1/1/2021,7312,2320.8428,2294.6184,43,864.3095789,831.281183,BELLE STARR 29-42 A-1 7H,,
42389386160000,EXXON,8/1/2020,4502,2533.314,2253.773,47,449.0769898,449.0769898,HURLEY 56-18 9H,121258,534076
42389388710000,CHEVRON,11/1/2020,6958,2511.5293,2768.1484,43,879.6497436,879.4720748,CHARLES GOODNIGHT 266-265 UNIT B 6H,229910,386405
42475381260000,"ADVANCE ENERGY PARTNERS, LLC",10/1/2020,7529,,,42,989.9093664,989.9093664,BRACERO 226-34 UNIT 1H,67793,646013
42475370290000,SHELL,5/1/2016,4141,1550.5056,1372.5815,46,2592.018391,2592.018391,CROCKETT 1-37 WRD 5H,33656.938,78871.945
42389354420000,CHEVRON,9/1/2017,7683,3005.887,3186.4841,44,,,TRIGGER 39-40 UNIT D 13HL,107148.48,278381.1
42389357240000,"MAPLE ENERGY HOLDINGS, LLC",1/1/2019,7917,2493.4534,3420.1504,47,1793.289843,1793.289843,AMERICAN PHAROAH 2H,107624,524391
42389358170000,OCCIDENTAL,2/1/2018,10086,2409.4111,2327.5105,50,,,YORKTOWN STATE 55-4-38 UNIT 1H,80826,417037
42389358390000,DIAMONDBACK,11/1/2017,8896,1891.8151,2172.178,50,866.8510334,866.8510334,GOLDFINGER STATE UNIT 71-67 602H,236711.89,666310.5
42389360580000,CENTENNIAL RESOURCE DEVELOPMENT,11/1/2018,9530,2596.8782,2518.6294,47,918.4116247,918.4116247,POP C 4-59 60 3H,193794,1290967
42389366020000,COTERRA ENERGY,9/1/2018,10171,3603.8716,4221.861,42,974.64905,666.7631968,SOUTH MITRE 2 UNIT U 06H,215813.47,998213.94
42389368740000,DIAMONDBACK,6/1/2018,4858,1973.2717,2242.4265,47,1377.858584,1304.00424,EXPRESS STATE 55-13-6 601H,125648.85,649424.25
42389369850000,OCCIDENTAL,12/1/2018,10160,,1706.6412,43,1168.594698,1168.594698,TOYAH EAST 4-9 15NH,143251.62,589950.44
42389375160000,CENTENNIAL RESOURCE DEVELOPMENT,12/1/2018,5618,2602.7065,2323.9727,45,,,LAYDEN U 23H,97044,380240
42389386120000,EXXON,10/1/2020,4381,2487.7034,2111.7917,48,611.918912,364.6348084,HURLEY 56-18 7H,76494,408216
42389357030000,COTERRA ENERGY,9/1/2017,7821,2043.1427,1758.5361,50,878.2048143,878.2048143,GREATHOUSE C21-6 UNIT 4H,155740,792622
42389357310000,COTERRA ENERGY,9/1/2017,7813,,,50,877.7245229,877.7245229,GREATHOUSE C21-6 UNIT 2H,136548,727147
42389357940000,COTERRA ENERGY,12/1/2017,9475,2037.827,1616.1259,48,,,BIG SKY STATE 55-16 UNIT 2H,256190,879188
42389359430000,DEVON,12/1/2017,6302,2049.9944,1969.269,48,344.3739218,326.8522082,WILE E. COYOTE STATE 40 7H,114105,391822
42389361680000,EOG,9/1/2017,9642,2453.3914,1867.7977,48,,,STATE APACHE 57 XL8 1508H,274474,1130869
42389362360000,OCCIDENTAL,11/1/2017,10981,2114.5852,2018.8724,46,190.6930178,190.6930178,RUCK UNIT 3-17 2HR,171190,459514
42389364700000,CENTENNIAL RESOURCE DEVELOPMENT,6/1/2018,9649,,2381.8384,41,897.8376901,897.8376901,CWI STATE LONG C U 49H,209098,443965
42389367220000,EOG,10/1/2018,9971,2324.3235,2068.4604,48,2158.30512,2158.30512,STATE MAYFLY UNIT 5H,148540,909057
42389367420000,COTERRA ENERGY,10/1/2018,4565,2357.3318,1962.6063,46,876.2356896,876.2356896,CATHEDRAL STATE 57-6 UNIT 4H,137480,812209
42389368520000,CENTENNIAL RESOURCE DEVELOPMENT,7/1/2018,7071,2695.0046,2393.1982,47,1017.280371,1017.280371,BIG HOUSE D U 03H,199019,1239860
42389367150000,CENTENNIAL RESOURCE DEVELOPMENT,7/1/2018,6810,2455.6665,2277.2202,44,,,STEPHENS A U 18H,198862,395504
42389370380000,CALLON,7/1/2018,9999,1989.7178,2453.678,47,,,SANDHU STATE UNIT 12H,155066,1636291
42389371640000,"MAPLE ENERGY HOLDINGS, LLC",11/1/2018,9781,2481.7974,3218.6423,49,,,A CLASSIC DASH 18 1H,199736,542326
42389374030000,"MAPLE ENERGY HOLDINGS, LLC",3/1/2019,5217,2628.4492,2782.7979,50,721.6056794,721.6056794,AFFIRMED 6 5H,124264.42,484871
42389347780000,COLGATE OPERATING,7/1/2015,5122,,24.685865,43,692.4259978,692.4259978,ANNAKATHERINE 23 11H,91672.6,113015.48
42389352860000,CENTENNIAL RESOURCE DEVELOPMENT,11/1/2016,6726,1166.5599,,46,,,POP 4-59 60 1H,243916,1698862
42389347940000,COTERRA ENERGY,7/1/2015,7523,1694.55,1804.0983,48,,,THUNDERBOLT C21-9 UNIT 1H,130060,548919
42389341440000,PDC ENERGY,1/1/2015,821,4853.295,7635.866,51,,,WILSON 56-7 UNIT 1H,8112,39008
42301328500000,SHELL,9/1/2016,8534,1563.8119,985.5186,47,2575.96282,2575.96282,HALL 33-93 LOV UNIT 1H,120759,353415
42389370740000,EOG,12/1/2018,7463,2482.591,2516.6458,48,732.1450575,732.1450575,STATE RIO UNIT 4H,242097,1086127
