Unformatted_API_UWI_14,ENVOperator,FirstProdDate,LateralLength_FT,ProppantIntensity_LBSPerFT,WaterIntensity_GALPerFT,OilGravity_API,AvgHzDistAtDrillTimeSameZone_FT,ClosestHzDistAtDrillTimeSameZone_FT,WellName,First12MonthOil_BBL,First12MonthGas_MCF
42389371740000,OCCIDENTAL,9/1/2018,9767,1313.6244,2707.0498,42,,,STATE PECK 258-257-1N 11H,365470,669010
42389376910000,EOG,10/1/2020,10173,2563.713,2025.8177,60,765.6679373,762.0412715,STATE HARRISON RANCH 57 2114H,140325,781528
42389377380000,CHEVRON,6/1/2019,10130,2487.2622,1853.9373,44,876.6411889,876.6411889,CALAMITY JANE WEST 2803H,119555.266,517618.44
42389378780000,CHEVRON,8/1/2019,6941,3974.9282,3479.0837,48,888.9423865,872.5919027,LUKE SHORT 38-37 10H,151660,340438
42389379570000,"MAPLE ENERGY HOLDINGS, LLC",4/1/2019,11367,2010.3251,2019.5813,51,,,TOYAH B 22-21 2H,51614,1114544
42389380180000,EOG,1/1/2020,9165,2591.7256,2221.399,64,,,STATE OREDIGGER UNIT 7H,267372,1402495
42389382390000,COTERRA ENERGY,12/1/2019,9381,1742.9899,1475.2916,47,975.4728895,973.8907412,SOUTH ELEPHANT WOLFCAMP UNIT 14H,181620,703755
42389384840000,CHEVRON,2/1/2020,9618,2482.0847,2765.2402,44,839.854415,839.6518906,LULU PARR STATE 199-200 UNIT B-1 5H,257761,405969
42389385150000,CENTENNIAL RESOURCE DEVELOPMENT,10/1/2019,6478,,,51,1323.35587,1323.35587,OATMAN C-19 A U 10H,81026,966356
42475379760000,OCCIDENTAL,1/1/2020,10170,1928.797,1806.1311,53,,,TUMBLEWEED 34-170 UNIT 1H,177825,257372
42389386940000,CHEVRON,1/1/2020,7185,2494.5195,2701.116,45,875.3532029,875.3532029,CITY OF PECOS STATE 15-16 U A3 9H,218947,444841
42475376729000,"ADVANCE ENERGY PARTNERS, LLC",4/1/2019,,,,,,,PLATINUM 218-34 2H,,
42109328819000,APR OPERATING,6/1/2017,,,,,,,COTTONWOOD WEST ASHER 2307 H,,
42389337640000,EOG,12/1/2014,4740,1584.2954,1523.9177,50,,,STATE HARRISON RANCH 57 2101H,138213,519701
42389343670000,CHEVRON,1/1/2015,4353,2061.5667,1806.907,42,962.6483975,962.6483975,BLACK JACK 16 8H,35354.863,84814.945
42389342640000,CONOCOPHILLIPS,10/1/2014,7028,1728.8129,1878.5231,44,1403.148276,1344.491997,TYCOON C 708H,247350.97,472280.3
42389374430000,"MAPLE ENERGY HOLDINGS, LLC",12/1/2018,4467,2421.9878,2873.6804,47,1177.304423,1177.304423,CALIFORNIA CHROME 27 5H,57052.883,215139.7
42475376720000,"ADVANCE ENERGY PARTNERS, LLC",4/1/2019,6498,2489.4966,2990.7612,42,,,PLATINUM 218-34 2H,204710,1612669
42389378420000,PDC ENERGY,5/1/2019,8007,2252.8638,2274.4155,51,,,STINGER 1716 A 2H,173572,839228
42389383330000,COLGATE OPERATING,9/1/2019,9477,630.09,2239.8386,48,1053.110992,1053.110992,MIDWAY 45-46 UNIT 4H,99685.09,190161
42389354850000,COTERRA ENERGY,3/1/2017,8072,1760.2452,1878.0587,52,,,RENEGADE U 03H,147465,866660
42389370910001,CENTENNIAL RESOURCE DEVELOPMENT,8/1/2018,7740,,,,,,PARKER D U 04H,,
42389344129000,COTERRA ENERGY,1/1/2016,,,,,,,JOLLY 1201BH,,
42389359520000,CENTENNIAL RESOURCE DEVELOPMENT,9/1/2017,7043,1144.608,3136.005,46,1676.837745,1676.837745,EADY A 4 59-60 1H,177826,1279202
42389387710000,TITUS OIL & GAS,11/1/2020,10427,3022.767,1920.8263,48,1577.431236,1577.431236,PRESTIGE WORLDWIDE STATE C 432H,348206,1464520
42389346080000,CENTENNIAL RESOURCE DEVELOPMENT,2/1/2015,3932,1511.9728,1664.4583,43,746.8589511,447.170392,PEREGRINE 27 9H,43623.184,84629.62
42389370730000,EOG,12/1/2018,7377,2400.2463,2026.0431,49,736.3469818,733.041161,STATE RIO UNIT 3H,222193,994713
42475376880000,COLGATE OPERATING,2/1/2019,4474,2575.727,3054.0215,47,,,MERIDITH 183 UNIT 1H,81807,489783
42389380300000,DIAMONDBACK,8/1/2019,10300,,,48,845.3835735,836.8223063,CHECKERS STATE UNIT 54-12-21 604H,194245,838866
42389345710000,BP,3/1/2015,4738,1271.0865,1157.4705,50,,,STATE ROY KIMSEY 56-T2-46 1H,115469,444248
42389368450000,CALLON,6/1/2018,7453,2036.9556,2546.404,39,,,ZEMAN 40 ALLOC. D 40H,148849,997324
42389373430000,CHEVRON,11/1/2018,9812,2567.06,2017.1918,42,,,HABANERO 197-198 UNIT B 11H,319156,490850
42389344120000,COTERRA ENERGY,1/1/2016,7521,1448.2622,1626.1779,49,,,JOLLY 1201BH,85194.63,823491
42389354390000,CHEVRON,9/1/2017,7990,3009.2117,3073.0542,44,685.3834757,685.3834757,TRIGGER 39-40 UNIT D 14H,273137.8,528592.9
42389357900000,EOG,10/1/2017,9757,2013.9581,1764.297,43,,,STATE JOBE 40-6 UNIT 3H,142388,793395
42389357910000,CHEVRON,1/1/2018,5917,2510.4866,2188.6174,41,,,KING FISHER 23 UNIT A 4HL,164696,320368
42389362510000,CHEVRON,5/1/2018,9863,2506.7197,2250.3027,43,,,HABANERO 197-198 UNIT A 1H,351769.12,438785.06
42389363480000,APA CORP,12/1/2017,4453,1903.7135,1662.919,51,795.4858549,795.4858549,GRANT 403AH,123993,585822
42389363630000,APA CORP,3/1/2018,4406,1931.6196,1811.9006,49,1423.031309,704.7035663,BULL RUN 403AH,110561,529457
42389365920000,EOG,4/1/2018,7239,2531.5984,1918.9805,46,1115.6479,1115.6479,STATE STREET 20-29 C UNIT 2H,211840,1126953
42389356360000,CHEVRON,5/1/2018,9593,2510.6516,2306.001,44,833.5731052,833.5731052,MONROE 28-39 UNIT A 8H,148666.34,307394.7
42389353820000,CHEVRON,2/1/2017,4534,3071.85,2989.8645,45,1342.167034,987.2991522,PONY DEAL UNIT A 12 5H,137239.06,266073.1
42301330230000,OCCIDENTAL,5/1/2017,10418,2214.0535,2113.1538,45,1565.500645,1565.500645,MORLEY SOUTHEAST 12H,299623,917582
42389353390000,COTERRA ENERGY,12/1/2016,7438,1789.5986,1782.8204,50,1723.438353,836.4146042,UINTA 0204H,181698.06,715991
42389354660000,CENTENNIAL RESOURCE DEVELOPMENT,2/1/2017,4642,1976.5479,2191.021,48,,,BIG FUNDAMENTAL 4-52 1H,168704,520396
42389370440001,EOG,8/1/2018,7774,,,,,,STATE CREEK 17-8 UNIT 9H,,
42389378820001,CENTENNIAL RESOURCE DEVELOPMENT,10/1/2019,7826,,,,,,IRON EAGLE UNIT B U 13H,,
42389386060100,CHEVRON,3/1/2020,,,,,,,PECOS BILL STATE 204-203 UNIT A 4H,,
42389350399000,CHEVRON,12/1/2015,,,,,,,MAN O WAR 8 1HA,,
42389384860100,CHEVRON,2/1/2020,,,,,,,LULU PARR STATE 199-200 UNIT B-3 9H,,
42389374550000,APA CORP,8/1/2019,4518,1940.5421,1817.7504,48,1188.762357,759.5642713,LEE 411AH,75907,386667
42389374960000,DEVON,2/1/2019,4385,2485.4858,1809.677,48,1117.041916,1117.041916,TITAN STATE 16 411H,136402,614478
42389375400000,COLGATE OPERATING,3/1/2021,9202,,1980.5433,43,,,COLLIE A WEST S 12H,,
42389376820000,CENTENNIAL RESOURCE DEVELOPMENT,10/1/2019,6255,2519.7346,2112.1133,48,,,BODACIOUS C7-19 B U 09H,84618,234158
42389377540000,EOG,2/1/2020,7376,2650.4365,1908.785,63,767.9663676,761.8526893,STATE APACHE 57 1602H,148602,675423
42389378820000,CENTENNIAL RESOURCE DEVELOPMENT,10/1/2019,8973,2374.2002,2117.5994,45,1231.483113,801.9594765,IRON EAGLE UNIT B U 13H,100295.5,182872.45
42389378760000,CHEVRON,8/1/2019,4251,2531.4097,2288.0269,43,872.4091776,872.4091776,LUKE SHORT 38 12H,95966,200298
42389386060000,CHEVRON,3/1/2020,7853,2490.7808,2551.2927,43,836.591472,835.0866189,PECOS BILL STATE 204-203 UNIT A 4H,225241,362418.4
42301346000000,SHELL,1/1/2020,4961,1708.8362,720.18866,50,1760.967441,1760.967441,ALLEN 55-2-44 LOV UNIT 3H,76635,276841
42389384860000,CHEVRON,2/1/2020,17657,1324.1869,1371.4448,43,847.1070208,826.3135158,LULU PARR STATE 199-200 UNIT B-3 9H,230023,374829
42389347710000,COLGATE OPERATING,7/1/2015,4667,1433.7611,1316.3989,43,601.0498029,589.5722946,ANNAKATHERINE 23 15H,65438.37,141556.42
42389340330000,CONOCOPHILLIPS,4/1/2014,7449,1255.2195,1308.0516,43,,,TYCOON C 710H,311465.1,651466.8
42389371280000,DIAMONDBACK,7/1/2019,7175,2091.979,2245.719,46,960.9804436,893.3666846,GOLDFINGER STATE UNIT 71-67 606H,227400.73,695757.56
42389374440000,"MAPLE ENERGY HOLDINGS, LLC",12/1/2018,4467,2294.7415,3063.2212,48,1155.940966,1142.953424,CALIFORNIA CHROME 27 6H,84681.22,292666.84
42389374920000,CHEVRON,8/1/2019,6503,3989.6716,2861.144,43,1256.255643,982.3523608,SAM PREWITT 255-256 UNIT C 8H,149438.45,217030.58
42389376610000,CHEVRON,12/1/2019,6921.014,,,,1300.698845,832.0150867,SKY KING 47-36 UNIT B 4H,38835.883,155778.52
42301342830000,SHELL,10/1/2019,7487,1727.5618,741.53815,47,1056.484246,1056.484246,SNODGRASS 55-2-40 UNIT SW 3H,100258,351656
42389343380000,CHEVRON,10/1/2014,4092,1143.2063,1214.3563,42,,,RODEO STATE 12 3H,49287.168,134077.5
42389349480000,OCCIDENTAL,12/1/2015,7537,,1778.1318,43,754.0494805,754.0494805,"BUZZARD STATE ""21"" UNIT 13H",99117.37,153071.33
42389346260000,CHEVRON,2/1/2016,4133,1676.0222,1561.9773,44,,,CALAMITY JANE 2001H,118419.18,754623.1
42389350390000,CHEVRON,12/1/2015,4355,1370.411,1428.8969,43,,,MAN O WAR 8 1HA,80201,203032
42109328360000,U.S. ENERGY DEV CORP,1/1/2017,4245,2399.3057,1947.4169,58,,,ADMIRAL CHESTER NIMITZ 1HA,14246,718279
42109330400000,COTERRA ENERGY,8/1/2017,7337,2284.5154,1873.6191,50,903.2482026,903.1215967,SEATTLE SLEW 42 STATE UNIT 5H,115148,934698
42389344240000,CHEVRON,6/1/2016,4859,3073.091,3204.233,43,,,CALAMITY JANE 2101H,251670.61,1140661.6
42109328920000,COTERRA ENERGY,7/1/2016,7215,2391.5042,2566.7612,49,,,SUNNY'S HALO 40 UNIT 4H,174668,925942
42389352010100,CHEVRON,8/1/2016,,,,,,,JOHNNY RINGO STATE 9 3H,,
42389360670000,CALLON,11/1/2017,7376,2041.9275,2585.0728,46,,,WESTWAY 2122 1,124228,1456875
42389364660000,CENTENNIAL RESOURCE DEVELOPMENT,6/1/2018,9927,,2406.6177,37,868.681187,868.681187,CWI STATE LONG A U 31H,272723,674690
42389366140000,EOG,3/1/2018,9752,2534.899,2038.124,48,762.6819604,762.6819604,STATE CORTEZ UNIT 2H,272163,969569
42389369810000,COLGATE OPERATING,8/1/2018,9600,2785.754,2912.1472,45,671.7722149,671.7722149,MIDWAY 45-46 UNIT 1H,112643.59,247021.98
42389370440000,EOG,8/1/2018,7774,2422.31,2327.245,48,746.4843899,744.5539878,STATE CREEK 17-8 UNIT 9H,191952,905427
42389356640000,OCCIDENTAL,3/1/2019,4223,2478.5317,2255.7969,47,,,PETERSBURG 54-4-17 1H,154992,531893
42389360950000,CENTENNIAL RESOURCE DEVELOPMENT,5/1/2018,9530,2272.2405,2111.484,46,1171.589135,885.0764761,NINJA 4-50 49 5H,187310,1071373
42389364410000,CENTENNIAL RESOURCE DEVELOPMENT,5/1/2018,6026,2535.2397,2558.745,44,866.6262065,865.3574943,BALMORHEA STATE G 8H,104416,191421
42389352010000,CHEVRON,8/1/2016,4691,2583.7935,2131.7417,43,2519.225955,2519.225955,JOHNNY RINGO STATE 9 3H,256941.17,578030.8
42389352070000,1920 ENERGY,7/1/2016,8373,2008.7638,1710.7023,53,,,CORSAIR STATE UNIT 3H,139190,774720
42389354640000,COTERRA ENERGY,7/1/2017,4616,1998.8627,1826.2903,48,693.5328107,693.5328107,DURHAM SMITH FUENTE 214HU,111226,546039
42389369940000,APA CORP,2/1/2019,4475,1962.8132,1641.9607,49,741.8195206,717.9278506,LEE 407AH,65664,409716
42389371080000,CHEVRON,10/1/2019,9426,2474.812,2111.6296,43,1295.82632,921.2811582,COLE YOUNGER STATE 30-23 UNIT A 3H,224444.83,473651.1
42389371330000,DIAMONDBACK,7/1/2019,5749,,,46,893.140506,893.140506,GOLDFINGER STATE UNIT 71-67 608H,178931.19,656961.6
42389371830000,COTERRA ENERGY,6/1/2019,9429,2391.524,1534.4548,52,882.7008507,882.7008507,HARDSCRABBLE STATE 57-34 UNIT 6H,167236,937339
42389372430000,EOG,10/1/2018,9462,2634.3223,2737.5696,51,,,PIPELINE STATE UNIT 58 10-03 1H,131346,1247362
42389375200000,EOG,10/1/2020,9909,2530.0703,2100.8943,60,777.4201589,777.4201589,STATE BLUEWING UNIT B 1H,140602,892332
42389375530000,EOG,5/1/2021,10083,2508.9868,2080.8098,10,2394.235242,2394.235242,STATE BLUEWING UNIT B 4H,,
42389377650000,CHEVRON,8/1/2019,7113,2538.528,2224.1873,43,1002.944268,825.2454006,WILD BILL HICKOK 205-206 UNIT B 11H,152078.02,340918.34
42109326530000,COTERRA ENERGY,9/1/2014,6837,1266.12,1617.9661,52,,,GATO DEL SOL 34 UNIT 1H,190020,847495
42389368460000,CALLON,6/1/2018,7605,2035.1516,2528.0024,47,1742.880769,1742.880769,ZEMAN-STATE ALLOC. E 4042 41H,236555,1807642
42389369340000,EXXON,1/1/2019,4567,2526.992,2304.4087,42,989.4301764,989.4301764,HURLEY 56-18 3H,105097,447902
42389372530000,"MAPLE ENERGY HOLDINGS, LLC",10/1/2019,6933,2950.0173,3052.5469,49,1133.351074,544.3604711,IMPERIAL EAGLE 24 3HM,42598,278790
42389377640000,CHEVRON,8/1/2019,7144,2527.7603,2201.0903,43,828.054009,827.1363791,WILD BILL HICKOK 205-206 UNIT B 9H,259219.62,356354.4
42389378360000,COTERRA ENERGY,8/1/2019,9792,2419.717,2011.6945,49,,,SKY PILOT 57-46 EAST UNIT A 1H,237548,1045524
42389378730000,EOG,8/1/2019,7301,2484.983,2392.815,54,910.8219789,910.8219789,STATE ASPEN C UNIT 2H,75419,656030
42389378720000,EOG,8/1/2019,7471,2215.7944,1928.2334,54,911.5432671,911.5432671,STATE ASPEN C UNIT 1H,106970,885277
42389380310000,CENTENNIAL RESOURCE DEVELOPMENT,7/1/2019,7658,2547.298,1485.5375,44,755.843039,755.843039,PREDATOR EAST U 33H,94164.57,165329.48
42389384270000,CHEVRON,1/1/2020,5163,2491.9377,2786.4639,46,1442.457681,960.4818296,BALMORHEA STATE 32-15 B 8H,180662.97,391913.75
42389366580100,APA CORP,5/1/2018,,,,,,,LEE 405AH,,
42475381870000,COLGATE OPERATING,,13079.026,,,,,,THOMAS 203-204 UNIT 1H,,
42301320460000,SHELL,5/1/2014,4442,897.7164,1247.6233,48,1155.015777,1154.145606,WHEAT TRUST 1-78 LOV UNIT 2 1H,100247,290377
42389357920000,CHEVRON,1/1/2018,6067,2540.8162,2192.855,44,,,KING FISHER 23 UNIT B 5H,267870,492626
42389349470000,OCCIDENTAL,3/1/2016,7521,,2613.538,43,1026.645703,1026.645703,"BUZZARD STATE ""21"" UNIT 11H",186741.23,333175
42389350980000,OCCIDENTAL,6/1/2016,9320,1421.321,1381.7474,44,,,BECKER 6-29 UNIT A 1H,177802,459269
42389355330000,CENTENNIAL RESOURCE DEVELOPMENT,3/1/2017,5746,2028.2029,2274.194,47,,,BALMORHEA STATE A 2H,203895,344567
42109332390000,COTERRA ENERGY,9/1/2018,10134,2254.3152,1971.2614,44,,,ARVINE 28 B 3H,326436,1754258
42109333070000,APR OPERATING,7/1/2018,9016,2506.8643,2061.9084,65,,,LEE CALDWELL STATE UNIT 1H,39362,523317
42389370510000,CHEVRON,3/1/2019,5655,2587.234,2012.8373,42,2513.83832,2513.83832,MONROE 28-39 UNIT D 14H,274042.5,796860.3
42475371860000,OCCIDENTAL,9/1/2017,7477,985.45404,971.87,43,2063.394047,2063.394047,VERDE STATE 34-153 UNIT 1H,211940,252652
42389358690000,CHEVRON,11/1/2017,4462,2910.1052,2975.3345,43,,,MAN O WAR 26 UNIT A 2H,110635,287341
42389360370000,BTA OIL PRODUCERS,5/1/2018,4606,2460.9443,2197.295,51,1540.734048,1540.734048,RIVERSIDE 21601 36 4H,155352,494275
42389361430000,BP,3/1/2018,3445,4031.8818,3488.135,49,,,STATE ELLA MAE HALL 57-T2-14 W104H,160775,616560
42389361740000,EOG,3/1/2018,4627,2576.8438,1667.301,69,1616.384753,633.6315488,STATE APACHE 57 103H,139863,477662
42389365460000,EOG,6/1/2018,9854,2134.7666,1513.2104,49,1330.710226,1330.710226,STATE JOBE 40-6 UNIT 7H,150329,1124100
42389366580000,APA CORP,5/1/2018,4329,2120.3179,1931.2917,52,804.202138,804.202138,LEE 405AH,95275,435876
42389368170000,CONOCOPHILLIPS,2/1/2019,9731,2019.6437,2082.3923,42,,,JACK STATE A UNIT 3601H,181177.47,308088.16
42389356580000,CENTENNIAL RESOURCE DEVELOPMENT,5/1/2017,4276,2300.9333,2275.8677,45,,,STEPHENS 2H,259272,479575.72
42389356560000,CENTENNIAL RESOURCE DEVELOPMENT,4/1/2017,8986,2213.9822,2375.5183,46,,,SAMURAI 4-49-50 1H,235896,1640048
42389372650000,COLGATE OPERATING,9/1/2018,9894,2553.621,2730.4343,45,,,WIDOW JANE 19-20E UNIT 1H,167810,374538
42389371990000,DIAMONDBACK,5/1/2019,10601,1892.518,2359.2136,48,760.768329,749.1484954,LONGFELLOW UNIT 3-13 603H,178793.16,738660.1
42389377440000,EOG,2/1/2021,10274,2455.276,1386.6418,59,1149.996797,1145.665864,STATE STREAMER UNIT 5H,,
42389381730000,DIAMONDBACK,12/1/2019,10186,,2594.1902,49,990.173767,769.3518237,DEGUELLO UNIT 54-7-2 606H,328997.6,1917693
42389388730000,TITUS OIL & GAS,11/1/2020,5104,3023.5173,1967.7214,48,,,DRAGON STATE 433H,157467,837679
42389349490000,OCCIDENTAL,12/1/2015,7712,,48.633297,43,751.558413,751.558413,"BUZZARD STATE ""21"" UNIT 14H",115716.695,264884.3
42389356340000,CHEVRON,5/1/2018,9672,2502.6782,2402.2708,44,800.9857274,768.1819331,MONROE 28-39 UNIT A 6H,131898.55,267740.78
42389351270000,COTERRA ENERGY,11/1/2016,9690,2501.281,2620.3713,40,875.5590564,875.5590564,WOOD STATE 57-26 UNIT F 6H,258251,1104866
42389351040000,1920 ENERGY,2/1/2016,6989,2002.0399,1485.4185,53,,,LIBERATOR STATE UNIT 1H,104739,613381
42389345350000,CENTENNIAL RESOURCE DEVELOPMENT,7/1/2015,3885,1396.9215,1531.2433,46,,,CABRITO LTD STATE 62 1H,70845,417805
42389348360000,EOG,8/1/2015,5011,1617.0305,1545.0736,48,477.6936281,477.6936281,STATE APACHE 57 1114H,132022,451434
42389348800000,OCCIDENTAL,9/1/2015,4435,,25.588276,43,1007.380455,636.7268103,EAGLE STATE 28 15H,59432.758,152027.75
42389351130000,COTERRA ENERGY,7/1/2016,7323,1664.0024,1580.1016,52,,,THUNDER CANYON 0204H,142166,711373
42389334400200,ARABELLA EXPLORATION INC,12/1/2012,,,,,,,SM PREWITT 1H,,
42389350540000,CHEVRON,12/1/2016,4613,5020.0903,5055.856,44,778.7272685,778.7272685,SKY KING 47 4H,179160.84,390242.28
42389336590000,CENTENNIAL RESOURCE DEVELOPMENT,10/1/2013,4368,984.43225,1018.0859,45,,,WEAVER STATE 3H,104319.08,174416.23
42389345210000,CONOCOPHILLIPS,12/1/2014,4151,1778.0684,1909.0559,46,,,TYCOON 1806H,66956.29,205978.72
42389382220000,COLGATE OPERATING,7/1/2019,8149,1949.3588,2493.8118,45,881.3151444,881.3151444,TRUK 23-14 UNIT 2H,97655.27,124056
42389391040000,EOG,12/1/2020,10152,2593.1177,1875.8759,56,,,STATE DRAGONFLY UNIT 4H,250559,2248104
42389350990000,CENTENNIAL RESOURCE DEVELOPMENT,4/1/2016,4379,2545.444,,46,,,WILLIAMS 4-53 2H,102557,1034047
42389350999000,CENTENNIAL RESOURCE DEVELOPMENT,4/1/2016,,,,,,,WILLIAMS 4-53 2H,,
42389351049000,1920 ENERGY,2/1/2016,,,,,,,LIBERATOR STATE UNIT 1H,,
42389372640100,COLGATE OPERATING,11/1/2018,,,,,,,NOAHS MILL 19-20W UNIT 1H,,
42389382620000,COTERRA ENERGY,10/1/2019,11755,2273.2778,2043.8555,47,761.9418991,754.1667749,RED LODGE C20-11 F 6H,339299,1464013
42389387730000,DIAMONDBACK,9/1/2020,6560,,,41,824.8522915,800.3020355,LIBERTY STATE UNIT 9-69 604H,219704.31,499807.72
42389360450000,OCCIDENTAL,5/1/2019,9391,2538.2363,2314.8384,46,,,BASILISK 56-3-43 UNIT 1H,259349,918278
42389373170000,CHEVRON,6/1/2019,9654,2509.3154,1978.2644,43,829.1261793,817.0860532,CALAMITY JANE WEST 2807H,159898.77,750339.56
42389334400000,ARABELLA EXPLORATION INC,12/1/2012,3956,434.49622,416.95776,42,,,SM PREWITT 1H,,
42389342910000,CENTENNIAL RESOURCE DEVELOPMENT,12/1/2014,3994,800.1958,1976.3871,43,446.4404432,446.4404432,PEREGRINE 27 6H,70258.79,190083.28
42389334400100,ARABELLA EXPLORATION INC,12/1/2012,4235.4683,,,,,,SM PREWITT 1H,,
42389358450000,CONOCOPHILLIPS,12/1/2017,10741,2002.7792,1799.5383,42,1276.845222,657.7391847,SURE SHOT 903H,296212.12,736319.75
42389359090000,CHEVRON,3/1/2018,7826,2365.936,2407.9688,42,870.0536771,870.0536771,TRIGGER 39-40 UNIT C 10H,37234.793,149067.47
42389363270000,"MAPLE ENERGY HOLDINGS, LLC",2/1/2018,7519,2962.0085,3431.463,44,2555.098728,2555.098728,COUNT FLEET 11 2H,253084,545509
42389366130000,EOG,3/1/2018,9752,2531.809,1808.5955,48,1202.142734,763.0942181,STATE CORTEZ UNIT 1H,229440,840477
42389366370000,1920 ENERGY,9/1/2018,11793,2036.0033,261.1606,54,,,LIBERATOR STATE UNIT 20H,85778,560965
42389370720000,EOG,12/1/2018,7425,2387.058,1609.9265,49,748.0226341,738.8494633,STATE RIO UNIT 2H,188412,858255
42389372130000,CONOCOPHILLIPS,8/1/2019,7080,1854.0173,2151.3843,42,822.7601152,797.0773647,TUMBLER STATE F 1805H,112973,309705
42389372330000,EOG,10/1/2018,7335,2329.6287,1868.8826,50,1159.973557,753.2625114,STATE COACHMAN C UNIT 1H,174838,894964
42389372640000,COLGATE OPERATING,11/1/2018,10311,2465.1387,3358.07,47,,,NOAHS MILL 19-20W UNIT 1H,158678,367947
42389376640000,OCCIDENTAL,3/1/2019,9957,,1876.7465,42,1523.30028,1523.30028,STATE PECK 258-257-3N 13H,234058,367343
42389378470000,DIAMONDBACK,6/1/2019,10365,,,44,,,BENTON 3-12 601H,203451.38,731167.25
42389359330100,PDC ENERGY,9/1/2017,9980,2293.5173,3732.7942,41,2624.790546,2624.790546,BUZZARD NORTH 6972 A 1H,399674,1174209
42389359330000,PDC ENERGY,9/1/2017,,,,,,,BUZZARD NORTH 6972 A 1H,,
42389359510000,CENTENNIAL RESOURCE DEVELOPMENT,12/1/2017,7043,1979.0034,2274.7737,46,645.0807973,645.0807973,BIG HOUSE B 4 57-60 2H,180807,1058853
42389359490000,CENTENNIAL RESOURCE DEVELOPMENT,12/1/2017,7043,2797.072,2575.9478,46,645.4685248,645.4685248,BIG HOUSE A 4 57-60 1H,196108,1213867
42389362500000,CHEVRON,6/1/2018,4371,2581.8982,2406.289,43,,,AFFIRMED 48 2H,197160,391299.1
42389371470000,DEVON,2/1/2019,10436,2517.2122,1791.5652,46,1520.595249,1520.595249,HATTIE 3 3H,239812,1781096
42389371720000,OCCIDENTAL,10/1/2018,10200,1709.2931,1687.14,42,1169.12415,1169.12415,TOYAH EAST 4-9 14NH,253605,352302.53
42389376890000,EOG,9/1/2020,10081,2507.921,2054.7754,61,755.1231025,751.1434019,STATE HARRISON RANCH 57 2112H,142992,718445
42389376920000,EOG,10/1/2020,10068,2526.6006,1820.05,60,769.5456623,769.5456623,STATE HARRISON RANCH 57 2115H,104749,482911
42389384779000,OCCIDENTAL,5/1/2020,,,,,,,GRIFFIN STATE 56-3-41 UNIT 3H,,
42389333009000,CONOCOPHILLIPS,10/1/2012,,,,,,,COWBOY 1202H,,
42389346280000,BP,3/1/2015,8188,1307.4622,1210.2697,52,,,HUDSON 0-66X67 1H,181998,857589
42109330470000,CHEVRON,9/1/2017,10422,2325.8982,2012.2626,49,,,HAY SCARLETT 42/43 0011WA,228120,1051227
42389359570000,OCCIDENTAL,1/1/2018,6281,2533.748,2410.4438,47,,,FREDERICKSBURG STATE 3-8 UNIT 1H,100813,528335
42389364270000,CALLON,5/1/2018,9789,2025.2357,2434.9175,45,2035.368336,2035.368336,WOODSON 36 ALLOC. A 11H,268345,1480624
42389364820000,PDC ENERGY,8/1/2018,7380,1690.4998,1685.7528,44,766.7707453,766.7707453,GRIZZLY BEAR 7780 2U A 2H,167832,457708
42389365490000,CENTENNIAL RESOURCE DEVELOPMENT,3/1/2018,8602,,2437.2688,47,,,IRON EAGLE UNIT A U 49H,238765.95,523351.8
42389366090000,COTERRA ENERGY,6/1/2018,9620,1782.6819,1337.3875,46,581.5111181,581.5111181,RANGER U 02H,224582.02,1024386.7
42389370980000,1920 ENERGY,9/1/2019,8206,,2491.995,54,968.7621259,968.7621259,CORSAIR STATE UNIT 21H,113621,683753
42389375840000,"MAPLE ENERGY HOLDINGS, LLC",3/1/2019,8667,2518.6943,2867.0088,51,,,REPENT 23 1HM,68717,274891
42389376660000,CHEVRON,4/1/2019,20053,1194.8685,944.2529,46,,,SKY KING 47-36 UNIT B 8H,155699.44,345638.8
42389376950000,APA CORP,4/1/2019,4461,2000.9155,2000.6537,49,1601.775814,1601.775814,MEADE 411AH,139570,623831
42389380700000,OCCIDENTAL,11/1/2019,9845,2489.9136,2332.7717,52,,,TARANTULA HAWK 2-40 A 1H,194913,595680
42389381330000,DIAMONDBACK,12/1/2019,9902,,,49,943.6839949,834.125936,DEGUELLO UNIT 54-7-2 602H,290259.53,1599819.9
42389382800000,CENTENNIAL RESOURCE DEVELOPMENT,7/1/2019,6990,,2067.4856,48,1015.30594,1015.30594,RIFLEMAN C-19 A U 39H,92956,868669
42389385590000,CHEVRON,1/1/2020,6953,2534.5764,2889.258,45,963.7090035,963.7090035,BALMORHEA STATE 32-15 B 6H,192059.03,398716.28
42389390040000,DIAMONDBACK,9/1/2021,10319,5025.9116,,47,1875.599598,1875.599598,DREAMLAND STATE C19-16-12 UA 1WA,,
42389350460000,PDC ENERGY,12/1/2015,4380,1904.8707,1256.8948,47,,,LOST SADDLE 45 1H,66389,430640
42389346010000,CHEVRON,11/1/2016,4548,1979.3512,2079.8232,44,,,JERSEY LILLY 17 1HB,131569,343098
42389374720000,EOG,12/1/2020,10027,2564.7063,1553.9874,62,2482.20737,2482.20737,STATE CORREA UNIT 7H,219209,970620
42109335160000,CAPITAN ENERGY INC,10/1/2019,4672,2660.1416,2616.566,51,,,SCOTT FEE 36 5H,94209,441459
42389349370000,OCCIDENTAL,6/1/2016,4643,1426.9158,1326.2466,47,,,BETTS 54-4-20 1H,131788,514381
