,First12MonthOil_BBL,LateralLength_FT,ProppantIntensity_LBSPerFT,WaterIntensity_GALPerFT,OilGravity_API,AvgHzDistAtDrillTimeSameZone_FT,ClosestHzDistAtDrillTimeSameZone_FT,MEDIAN_WFMP Upper A - ARITH_MEAN_DPHI_100,MEDIAN_WFMP Upper A - ARITH_MEAN_Resistivity_ALS,MEDIAN_WFMP Upper A - GROSS,MEDIAN_WFMP Upper A - NET_DPHI>8,MEDIAN_WFMP Upper A - NET_GR>75_DPHI>8,MEDIAN_WFMP Upper A - NET_Res>30,MEDIAN_WFMP_UA_MRKR_SSTVD,VARIANCE_WFMP Upper A - ARITH_MEAN_DPHI_100,VARIANCE_WFMP Upper A - ARITH_MEAN_Resistivity_ALS,VARIANCE_WFMP Upper A - GROSS,VARIANCE_WFMP Upper A - NET_DPHI>8,VARIANCE_WFMP Upper A - NET_GR>75_DPHI>8,VARIANCE_WFMP Upper A - NET_Res>30,VARIANCE_WFMP_UA_MRKR_SSTVD,gor scf/stb
352,94899.0,4425.0,1454.3835,1231.5065,45.0,2600.0,2600.0,8.78,153.21,86.63,54.43,59.66,73.6,-7430.28,0.01,3.41,0.05,0.34,1.75,3.77,118.43,2685.0651745539994
353,100268.08,11230.0,2493.3298,2683.891,41.0,920.9547563,920.9547563,11.32,109.43,80.58,71.17,69.98,79.21,-7930.49,0.01,80.71,6.18,1.66,0.44,0.33,25.6,2556.097414052408
354,214519.0,7654.0,2000.9186,2494.9558,45.0,2600.0,2600.0,9.26,143.09,91.04,68.55,63.39,91.33,-7840.07,1.04,49.14,7.93,29.31,4.81,4.8,1111.98,5897.915802329863
355,117993.14,3973.0,,2016.6127,35.0,1984.893982,1984.893982,11.38,108.6,83.05,71.76,72.0,80.41,-7937.33,0.0,26.06,0.83,1.05,0.51,0.12,0.78,1894.6690460140312
356,135124.0,6219.0,2623.7695,2309.1152,44.0,832.3732527,800.2014116,10.22,112.79,93.46,65.0,63.19,89.69,-7740.61,0.07,14.14,0.27,0.65,0.03,0.92,207.63,1903.903081613925
357,,6968.014,,,,2636.737658,2636.737658,6.39,164.34,98.09,43.27,12.49,99.85,-7399.25,0.48,53.69,0.29,49.18,0.56,3.71,76.38,
358,92636.0,4092.0,1114.1251,1272.9736,42.0,2600.0,2600.0,8.72,131.5,84.23,58.57,61.29,66.25,-7582.06,0.0,7.6,2.13,0.49,0.04,2.43,99.26,2275.9402392158554
359,57964.0,4409.0,2483.6692,2285.6755,60.0,2600.0,2600.0,10.78,92.32,108.03,97.07,84.73,110.33,-6921.31,0.01,0.04,2.82,5.6,3.49,3.41,8.95,4317.835208060175
360,192461.0,9876.0,2037.4048,1944.8304,49.0,2600.0,2600.0,10.64,110.65,85.76,69.74,69.89,84.54,-7123.59,0.06,46.51,3.98,1.35,0.5,9.89,4402.43,8388.780064532553
361,134239.0,9509.0,2374.946,2369.224,51.0,878.2352018,876.0487594,10.59,111.78,85.2,72.54,65.68,82.72,-7251.44,0.02,1.15,27.96,5.63,4.72,6.12,950.05,5653.520958886761
362,84423.0,4955.0,1704.0272,744.07385,46.0,2600.0,2600.0,9.85,98.79,86.0,77.28,,94.95,-8236.6,0.0,17.21,1.73,1.7,,1.27,112.35,4980.585859303745
363,269114.62,9902.0,,,49.0,797.7578025,761.7276353,9.25,79.88,109.84,71.76,82.43,107.93,-7919.94,0.04,23.82,0.18,1.5,2.28,0.76,453.48,6035.449876338937
364,116440.0,4524.0,,1837.1132,53.0,1419.206099,1419.206099,8.83,59.01,124.1,80.17,72.16,101.41,-5943.4,0.0,3.29,0.24,0.16,0.44,0.77,0.03,4025.085881140502
365,143579.0,5100.0,,2993.0847,50.0,1710.141454,1710.141454,8.63,47.76,139.17,88.57,83.87,126.82,-6315.92,0.01,0.28,1.94,5.99,4.02,0.85,165.63,5465.785386442307
366,203128.0,10494.0,,,47.0,1035.59262,1035.59262,11.63,56.86,91.94,86.15,75.73,89.51,-7902.66,0.14,5.43,2.89,9.48,0.92,0.55,3677.77,6679.029971249655
367,131391.0,4885.0,1228.7957,1149.4567,50.0,2600.0,2600.0,9.32,48.76,141.75,94.76,86.25,100.22,-6154.35,0.01,0.1,2.83,2.91,1.37,13.71,17.92,3359.2787938291053
368,219701.06,9626.0,2116.3137,1709.4569,49.0,1386.191745,996.9600486,8.78,97.73,109.1,74.52,77.77,121.57,-7437.5,0.04,30.5,24.44,0.82,3.81,12.38,403.17,6760.957366341338
369,258589.0,5046.0,1697.7499,1847.3898,43.0,2600.0,2600.0,8.69,85.5,85.27,42.42,,83.02,-8091.93,0.11,0.32,2.39,14.21,,1.22,0.29,2020.1362006891243
370,87721.01,4164.0,1444.3691,1517.0936,43.0,2600.0,2600.0,10.29,98.88,76.24,64.72,60.95,77.36,-8086.86,0.01,1.47,3.41,0.06,0.59,0.56,31.72,1658.7265696097209
371,,9649.02,,,,2021.456605,2021.456605,11.14,95.04,132.5,117.93,108.22,133.1,-6862.42,0.02,3.62,2.56,0.86,0.63,0.27,31.83,
372,,10272.0,1811.221,1293.8756,57.0,2233.974899,2233.974899,9.76,128.34,113.92,83.41,76.54,121.17,-7656.19,0.04,52.26,1.23,0.87,4.22,1.34,233.77,
373,48181.0,3212.0,1279.5723,1512.2354,32.0,2600.0,2600.0,9.62,163.01,75.52,58.65,54.57,78.58,-6959.42,0.07,11.27,2.11,5.19,0.1,2.65,688.32,4389.282082148565
374,165856.6,9272.0,,2249.2104,45.0,365.7670526,365.7670526,10.3,131.57,82.63,68.53,69.11,95.22,-7935.7,0.04,42.4,6.91,6.16,1.69,3.06,137.78,5194.761619374809
375,206687.16,10043.0,2047.9183,2321.9941,47.0,876.9268407,876.9268407,11.19,50.21,95.18,84.78,77.63,89.81,-8034.44,0.01,1.68,4.24,1.06,1.48,0.46,12541.33,2476.9737026721928
376,63088.0,4572.0,3183.3137,3864.6523,53.0,2600.0,2600.0,-16.43,141.95,79.3,67.19,61.32,83.08,-7009.63,4.36,8.82,0.73,0.42,0.07,0.87,91.42,11356.676388536647
377,142068.0,9949.0,1750.9801,1799.195,43.0,2600.0,2600.0,9.56,96.24,78.05,63.33,,88.47,-7963.13,0.02,4.21,15.53,0.42,,2.11,1273.69,2142.868203958668
378,222775.0,9756.0,2707.6619,2215.79,50.0,859.8019532,859.8019532,9.07,144.12,84.87,57.41,58.92,78.3,-7448.37,0.08,33.63,0.42,3.53,3.8,11.23,691.41,3083.53271237796
379,99063.0,4531.0,1623.1472,1627.989,39.0,2600.0,2600.0,9.08,146.95,84.66,58.56,60.77,66.34,-7476.43,0.0,0.05,0.87,0.34,2.03,2.99,81.67,2407.2156102682134
380,92209.69,4183.0,1226.5695,1263.6311,46.0,2600.0,2600.0,10.06,110.67,77.85,65.29,61.99,82.46,-8057.03,0.01,2.65,0.04,1.02,0.96,1.72,6.71,3006.911095786137
381,,,,,,2600.0,2600.0,10.37,74.0,91.3,72.24,60.99,76.76,-7855.21,0.0,293.29,19.9,1.07,1.78,69.71,2491.85,
382,180651.0,7175.0,2398.0444,2632.9966,47.0,1572.643641,896.9198599,7.68,61.8,80.61,49.54,,64.5,-5430.44,0.07,15.17,0.08,0.99,,1.95,49.02,5042.014713453012
383,78477.0,5397.0,1390.8293,1344.3868,47.0,2600.0,2600.0,11.66,50.82,108.44,103.61,100.96,114.16,-8035.31,0.09,5.28,4.92,1.69,1.2,1.51,269.47,3069.141277062069
384,35251.39,3469.0,817.39404,731.7008,45.0,2600.0,2600.0,4.88,60.59,104.63,38.1,96.66,104.36,-8046.3,0.14,0.0,0.08,14.27,0.2,0.03,120.29,9728.049872643322
385,168843.06,7598.0,1785.9031,1571.334,43.0,802.8953539,787.8121556,10.01,99.85,79.58,57.5,60.81,77.8,-8100.85,0.03,3.1,3.62,3.9,0.24,0.65,201.31,2598.910313518364
386,84150.79,4509.0,1267.8124,983.9685,43.0,2600.0,2600.0,9.76,95.57,82.79,64.51,,87.28,-7980.11,0.01,0.98,1.83,0.48,,0.67,28.36,1157.0325127072485
387,274509.0,9751.0,2111.762,1984.7725,48.0,796.2033634,790.4824437,8.93,104.2,109.68,76.71,77.84,122.4,-7459.14,0.05,39.8,22.89,0.86,5.05,11.9,284.92,3339.970638485441
388,133725.75,3877.0,2851.2344,2804.9795,44.0,1739.900499,1739.900499,12.11,77.01,97.1,77.0,,80.93,-7989.76,0.18,123.77,8.8,5.85,,51.8,92.28,2500.6928732873066
389,108540.9,4001.0,1414.1375,1662.2909,43.0,1044.900983,1044.900983,9.96,105.2,80.22,62.63,57.85,78.53,-8073.71,0.01,1.08,0.78,0.03,1.31,0.38,10.32,1738.8871844622627
390,65376.086,3717.0,1600.6699,1706.3729,43.0,445.2971353,445.2971353,10.45,97.75,76.86,65.57,61.5,77.16,-8088.42,0.01,1.51,1.82,0.12,0.57,0.58,22.24,1752.746332963402
391,74037.0,4973.0,2187.2173,1452.9736,49.0,724.4782167,662.0900924,9.72,118.96,114.75,76.36,73.21,112.03,-7399.28,0.03,7.84,0.27,0.07,0.38,4.67,197.26,3848.7918203060635
392,254058.0,6802.0,3076.59,3617.4827,45.0,2554.276716,2554.276716,6.82,170.48,87.69,39.34,45.32,82.58,-7357.66,0.52,15.58,0.75,20.85,34.94,7.67,103.96,1980.9374237378868
393,27193.86,7826.0,2524.603,2433.7654,41.0,834.4014002,827.0041162,11.38,102.27,81.59,69.32,57.27,85.61,-7682.13,0.09,4.78,0.13,2.59,20.68,0.81,79.54,5430.596465525674
394,165472.0,9471.0,,2471.3704,49.0,840.5117494,793.7553239,11.22,111.14,83.32,60.44,68.55,75.4,-7643.09,0.25,52.78,34.05,48.74,24.32,1.21,821.9,8009.7599593889
395,97438.0,4248.0,1775.7194,1805.8418,50.0,823.2452376,779.3498852,9.65,78.84,121.26,100.18,82.95,131.82,-7486.43,0.0,0.62,0.53,0.32,0.06,0.01,8.79,5681.479504915947
396,183944.0,9995.0,2010.5201,2411.6594,49.0,2600.0,2600.0,10.37,74.21,91.26,72.24,60.99,76.83,-7854.76,0.0,292.37,20.01,1.07,1.79,69.49,2481.24,5710.368372983082
397,74273.0,4360.0,2263.5066,1992.7555,50.0,841.4986397,783.9463953,9.41,75.02,119.67,96.47,82.03,131.47,-7491.24,0.01,0.41,0.2,1.97,0.03,0.03,5.44,5478.006812704482
398,,9071.019,,,,1102.019318,1097.505259,9.85,72.1,109.24,73.48,70.92,94.08,-7059.45,0.01,27.53,3.21,1.31,0.43,2.53,23.13,
399,212937.69,10240.0,,,48.0,815.9626699,776.1456395,10.64,107.93,98.62,93.01,83.92,94.82,-7974.18,0.01,164.59,3.16,2.34,0.15,2.5,891.54,4127.024201305086
400,110944.0,8346.0,2560.046,1976.6621,48.0,939.2199479,939.2199479,9.83,78.28,84.94,63.99,46.04,60.56,-7497.39,0.0,92.07,2.75,9.21,31.64,157.4,465.57,10027.851889241418
401,151863.0,10237.0,1826.2504,1103.3567,52.0,901.3571239,901.3571239,11.64,169.87,109.13,84.82,72.03,110.34,-7508.63,0.13,45.26,14.6,0.14,0.06,4.69,772.32,4358.941941091642
402,145488.0,4846.0,1525.8574,1506.6698,50.0,2600.0,2600.0,9.5,61.81,143.19,115.6,104.38,144.62,-7111.91,0.0,1.09,0.95,0.04,1.05,0.14,118.84,3567.112064225228
403,231041.0,4098.0,1482.3182,1451.6716,48.0,2600.0,2600.0,11.05,109.42,94.79,88.11,79.3,79.06,-7966.31,0.0,18.97,1.26,0.85,0.31,1.72,796.14,2351.8466419380106
404,211626.0,8183.0,2435.7136,2003.2866,48.0,767.4815706,763.5025709,9.35,85.38,118.57,71.09,71.85,103.41,-7217.17,0.03,0.95,6.81,0.69,0.01,6.34,22.3,4578.492245754302
405,111442.664,8018.0,2039.3748,2547.32,44.0,820.6502421,810.2016758,11.18,104.18,83.18,68.32,55.8,84.8,-7664.11,0.16,17.93,0.45,5.79,16.1,0.62,197.7,4031.0567234824894
406,67706.76,3989.0,1472.1554,1361.2772,45.0,2600.0,2600.0,13.47,79.93,93.84,92.99,84.38,73.9,-8372.08,0.0,1.7,0.24,0.0,0.0,0.02,396.21,4872.576977542568
407,189094.0,7255.0,2362.9067,1631.8578,51.0,753.8705601,753.8705601,10.18,73.03,94.86,74.49,69.18,83.65,-7243.96,0.0,5.42,17.6,0.68,1.08,7.68,3.97,5036.246522893376
408,229530.0,10500.0,2511.0942,3861.0342,43.0,666.2698393,666.2698393,5.86,167.82,97.56,36.55,14.9,96.5,-7408.73,1.21,100.74,4.92,111.47,0.73,13.0,651.43,920.1237311026881
409,159594.92,7747.0,2465.6138,2434.894,50.0,1172.446241,1172.446241,5.56,191.93,100.74,32.14,29.89,96.51,-7253.61,0.08,14.37,0.94,6.4,46.93,5.36,898.44,2258.8297296680867
410,136236.0,4840.0,1618.8347,1578.8008,52.0,892.936655,892.936655,9.66,112.09,95.01,74.02,69.14,91.18,-6754.3,0.0,0.41,0.04,0.21,0.44,0.15,34.13,4644.484570891688
411,347799.0,7140.0,2427.9006,2421.0706,50.0,2600.0,2600.0,9.36,87.61,118.18,71.33,72.28,104.4,-7245.09,0.03,0.05,4.94,0.56,0.05,5.56,25.44,4014.5860108855977
412,180121.0,9409.0,2.3860135,,47.0,713.7019719,707.7011075,10.63,116.26,84.36,75.85,56.19,84.61,-7769.94,0.03,709.77,22.69,9.38,14.34,49.05,1882.53,7511.38956590292
413,87447.0,12515.0,2303.2175,1888.459,50.0,2600.0,2600.0,3.6,51.12,37.91,22.42,,30.16,-4416.16,0.25,6.5,4.2,0.03,,4.11,40.35,9430.054776035771
414,115643.0,7401.0,2018.752,2409.913,49.0,2600.0,2600.0,12.94,54.03,90.05,90.17,77.29,84.4,-7929.78,0.08,0.28,0.24,2.78,0.77,4.17,1153.94,7216.000968497877
415,154023.0,7338.0,2358.759,2118.865,50.0,2600.0,2600.0,10.1,65.13,95.73,74.5,69.47,83.08,-7222.89,0.0,7.92,16.43,0.66,1.03,8.22,5.12,5909.708290320276
416,155782.0,9566.0,2831.7725,3048.1392,46.0,942.0675044,893.7028986,6.87,179.0,97.96,32.47,50.77,77.12,-7313.42,1.24,15.01,1.78,29.76,40.66,32.77,128.73,2996.3602983656647
417,91262.336,8602.0,2777.7285,3414.768,45.0,2136.332463,2136.332463,11.25,61.94,80.73,79.72,29.83,92.34,-7003.59,0.03,6.89,25.21,2.54,27.1,0.25,2056.08,2106.79354076582
418,,9764.0,2306.5974,1926.6145,47.0,750.5723488,750.5723488,9.92,129.41,81.56,73.45,30.96,99.27,-7186.17,0.04,8.91,21.9,2.45,37.37,0.05,160.81,
419,237006.73,10214.0,2994.2922,3084.549,44.0,2600.0,2600.0,8.39,162.56,89.94,47.32,45.26,89.58,-7465.27,2.19,42.36,18.37,38.8,131.03,4.45,1815.48,1646.059249034827
420,,8602.018,,,,2600.0,2600.0,11.26,62.44,80.17,79.82,29.39,92.33,-7008.48,0.03,5.95,22.26,2.6,24.56,0.25,1674.01,
421,,,,,,2600.0,2600.0,6.47,139.17,123.73,60.98,,112.93,-5707.24,0.0,9.27,1.2,1.62,,4.72,427.08,
422,92365.0,7792.0,2275.109,2194.8137,48.0,2600.0,2600.0,10.5,123.82,92.0,60.54,65.35,78.49,-7591.09,0.14,20.97,26.02,22.12,0.21,0.96,1079.88,5263.308612569696
423,249044.0,5009.0,1955.8235,2274.8057,45.0,2626.682075,2626.682075,11.08,110.73,75.99,74.13,70.18,92.0,-8039.18,0.0,1.01,0.29,0.16,0.24,0.05,1.13,2620.8822537382953
424,2051.0,4107.0,2527.8257,2368.3623,48.0,2600.0,2600.0,9.31,110.55,118.74,90.69,86.73,126.29,-7667.19,0.0,4.9,0.55,1.04,2.02,0.16,18.03,11.701608971233545
425,69329.46,4558.0,,27.643703,43.0,630.3403961,630.3403961,11.4,88.31,78.84,72.79,,82.52,-8087.64,0.04,3.17,2.12,1.01,,0.77,281.29,1716.3188635826673
426,117941.0,4884.0,1997.0004,1681.4791,48.0,483.8902085,476.7135713,8.86,103.78,107.81,81.41,81.35,127.01,-7503.13,0.0,7.89,4.05,0.94,1.75,1.53,42.09,3126.3343536174866
427,90392.0,4242.0,,1048.2249,54.0,2600.0,2600.0,9.6,57.8,133.22,103.01,108.86,128.76,-8086.81,0.0,0.12,0.4,0.04,0.76,0.01,1.09,3637.3462253296752
428,198171.0,7724.0,1799.1779,1682.6372,49.0,2600.0,2600.0,9.85,101.57,101.9,74.96,67.34,97.75,-7024.69,0.03,0.93,0.25,8.47,3.61,1.75,94.9,4616.760272693785
429,122718.586,10984.0,1881.6068,2157.2769,43.0,923.6600876,921.5315666,11.25,117.8,79.49,70.29,68.81,78.91,-7930.08,0.02,135.32,6.15,2.96,0.29,0.3,41.11,3601.3294677303406
430,131646.0,9940.0,2123.135,1535.662,49.0,1326.731476,1322.783665,12.21,180.9,92.37,80.96,70.6,99.81,-7232.62,0.06,4.69,17.1,8.26,0.64,1.43,4163.24,6226.5013748993515
431,53623.0,4816.0,2381.7458,1201.7616,46.0,885.3545685,854.3393266,12.66,105.94,90.44,84.75,,83.89,-8327.66,0.04,0.02,0.54,1.16,,0.35,6.26,4649.441471010574
432,89879.0,9643.0,2392.351,2139.5952,45.0,2600.0,2600.0,10.62,114.65,80.36,78.36,34.51,97.05,-7148.78,0.07,2.24,19.25,4.67,40.55,0.18,619.72,1492.795870003004
433,116949.0,9301.0,,2278.1257,45.0,715.776977,671.3988552,7.6,188.09,105.59,36.06,53.17,81.5,-7248.49,0.9,8.72,2.67,15.57,28.62,30.81,86.08,2490.1965814158307
434,365470.0,9767.0,1313.6244,2707.0498,42.0,2600.0,2600.0,10.67,133.61,85.53,68.94,62.38,87.02,-7697.11,0.02,17.43,3.75,0.51,0.16,1.44,210.42,1830.5469669193094
435,140325.0,10173.0,2563.713,2025.8177,60.0,765.6679373,762.0412715,10.15,92.05,105.92,74.78,71.11,93.73,-7269.6,0.03,1.14,21.12,0.22,0.51,15.22,0.94,5569.413860680564
436,119555.266,10130.0,2487.2622,1853.9373,44.0,876.6411889,876.6411889,11.38,81.81,100.12,76.53,,61.84,-8072.65,0.02,11.76,5.33,5.47,,2.49,483.6,4329.532753496613
437,151660.0,6941.0,3974.9282,3479.0837,48.0,888.9423865,872.5919027,9.1,123.48,88.24,58.17,63.25,75.43,-7629.43,0.02,25.44,9.5,1.68,0.04,2.36,213.19,2244.7448239483056
438,51614.0,11367.0,2010.3251,2019.5813,51.0,2600.0,2600.0,12.14,84.35,81.84,68.0,63.65,51.98,-6668.72,0.45,1532.79,8.06,2.13,0.75,242.16,592.55,21593.831131088464
439,267372.0,9165.0,2591.7256,2221.399,64.0,2600.0,2600.0,9.78,74.17,111.18,73.21,71.2,95.23,-7112.46,0.02,19.21,5.1,1.21,0.19,4.09,18.22,5245.48195024161
440,181620.0,9381.0,1742.9899,1475.2916,47.0,975.4728895,973.8907412,9.86,47.39,119.47,96.73,94.17,121.39,-7990.82,0.12,3.61,10.45,2.09,4.65,2.71,257.18,3874.8761149653124
441,257761.0,9618.0,2482.0847,2765.2402,44.0,839.854415,839.6518906,10.51,134.31,85.63,65.63,58.58,84.67,-7610.15,0.26,59.2,0.42,16.1,1.22,0.98,134.76,1574.9822509999574
442,81026.0,6478.0,,,51.0,1323.35587,1323.35587,9.25,54.32,84.92,62.47,45.27,75.97,-7469.62,0.01,208.69,1.58,4.17,0.94,151.64,1006.75,11926.492730728409
443,177825.0,10170.0,1928.797,1806.1311,53.0,2600.0,2600.0,11.07,27.22,88.31,75.02,,27.62,-8447.81,0.01,42.37,0.1,1.3,,69.97,47.91,1447.3330521580206
444,218947.0,7185.0,2494.5195,2701.116,45.0,875.3532029,875.3532029,10.64,100.8,86.91,65.76,66.46,85.14,-7898.99,0.01,186.87,1.59,2.71,0.51,4.07,186.32,2031.7291399288413
445,138213.0,4740.0,1584.2954,1523.9177,50.0,2600.0,2600.0,10.42,103.46,101.91,75.6,70.31,92.11,-7284.08,0.0,0.04,6.0,0.02,0.18,3.52,2.21,3760.1455724135935
446,35354.863,4353.0,2061.5667,1806.907,42.0,962.6483975,962.6483975,9.61,86.68,79.2,50.88,64.55,81.95,-8087.61,0.07,0.14,0.82,7.74,0.17,0.02,0.58,2398.9612122100434
447,247350.97,7028.0,1728.8129,1878.5231,44.0,1403.148276,1344.491997,10.56,91.35,89.09,64.62,,78.32,-8094.35,0.07,7.21,0.85,17.91,,0.37,13.52,1909.3529327982826
448,57052.883,4467.0,2421.9878,2873.6804,47.0,1177.304423,1177.304423,10.21,143.57,95.12,72.44,49.22,97.6,-7111.47,0.0,6.33,0.52,0.58,7.42,0.43,238.67,3770.882183114217
449,173572.0,8007.0,2252.8638,2274.4155,51.0,2600.0,2600.0,9.58,79.36,104.37,85.96,86.96,104.86,-6627.01,0.01,71.52,2.44,11.33,9.27,7.2,94.11,4835.042518378541
450,99685.09,9477.0,630.09,2239.8386,48.0,1053.110992,1053.110992,9.64,189.65,103.84,52.43,62.76,85.13,-7137.27,0.12,3.47,8.66,0.55,1.95,30.85,76.17,1907.617277568792
451,147465.0,8072.0,1760.2452,1878.0587,52.0,2600.0,2600.0,8.74,76.47,121.05,83.57,81.96,129.86,-7473.78,0.08,10.33,4.81,53.39,0.91,5.97,347.0,5877.055572508731
452,177826.0,7043.0,1144.608,3136.005,46.0,1676.837745,1676.837745,11.05,121.8,85.79,56.77,69.01,75.54,-7627.63,0.03,131.08,22.49,45.69,3.24,2.62,557.57,7193.559996850854
453,348206.0,10427.0,3022.767,1920.8263,48.0,1577.431236,1577.431236,10.59,84.58,130.55,111.69,94.85,131.41,-7293.75,0.0,0.87,4.73,4.81,6.86,1.64,511.52,4205.901104518589
454,43623.184,3932.0,1511.9728,1664.4583,43.0,746.8589511,447.170392,10.07,106.38,81.79,62.39,55.57,78.41,-8067.24,0.01,0.74,0.11,0.01,0.82,0.16,7.88,1940.0147407855418
455,222193.0,7377.0,2400.2463,2026.0431,49.0,736.3469818,733.041161,8.74,85.46,126.93,70.52,74.78,115.22,-7307.23,0.01,3.28,6.6,0.97,0.54,5.99,152.07,4476.797198831647
456,81807.0,4474.0,2575.727,3054.0215,47.0,2600.0,2600.0,11.1,95.4,82.58,76.08,74.28,87.66,-8103.74,0.0,12.74,16.21,0.01,0.37,4.58,927.79,5987.054897502659
457,194245.0,10300.0,,,48.0,845.3835735,836.8223063,10.53,110.04,98.55,92.63,84.09,95.81,-7957.39,0.0,169.02,3.13,1.96,0.09,1.76,829.72,4318.597647301089
458,115469.0,4738.0,1271.0865,1157.4705,50.0,2600.0,2600.0,10.43,74.15,139.99,117.03,104.35,137.22,-7619.6,0.0,0.45,0.11,0.01,0.21,0.07,62.48,3847.335648529043
459,148849.0,7453.0,2036.9556,2546.404,39.0,2600.0,2600.0,7.39,143.55,93.87,56.2,70.35,91.01,-7939.41,0.12,30.11,0.32,4.7,1.39,1.29,642.76,6700.239840375145
460,319156.0,9812.0,2567.06,2017.1918,42.0,2600.0,2600.0,8.96,111.54,87.02,61.12,57.23,91.64,-7607.6,1.25,52.42,10.27,45.5,0.0,10.02,80.76,1537.9626264272017
461,85194.63,7521.0,1448.2622,1626.1779,49.0,2600.0,2600.0,9.53,106.95,98.24,69.43,62.95,92.68,-6918.65,0.0,2.6,0.62,0.38,0.91,0.37,176.94,9665.996554008156
462,273137.8,7990.0,3009.2117,3073.0542,44.0,685.3834757,685.3834757,11.56,100.92,81.72,69.68,58.42,86.19,-7699.51,0.15,2.66,0.18,1.47,17.72,0.82,28.04,1935.260882968231
463,142388.0,9757.0,2013.9581,1764.297,43.0,2600.0,2600.0,12.1,179.91,91.56,79.99,69.81,98.32,-7223.69,0.05,5.21,17.1,8.0,0.92,1.41,3681.22,5572.063657049752
464,164696.0,5917.0,2510.4866,2188.6174,41.0,2600.0,2600.0,10.21,96.9,85.55,62.14,64.84,80.68,-8041.16,0.0,5.97,5.55,0.05,0.09,0.13,1.15,1945.2081410598923
465,351769.12,9863.0,2506.7197,2250.3027,43.0,2600.0,2600.0,9.13,126.44,83.67,62.73,48.55,95.38,-7563.73,0.74,19.22,25.76,36.18,2.91,7.23,142.34,1247.366625018137
466,123993.0,4453.0,1903.7135,1662.919,51.0,795.4858549,795.4858549,9.61,78.44,120.96,100.57,83.31,132.73,-7504.48,0.0,0.73,0.84,0.25,0.04,0.0,2.04,4724.63768115942
467,110561.0,4406.0,1931.6196,1811.9006,49.0,1423.031309,704.7035663,9.69,88.21,119.04,84.83,73.56,113.71,-7274.62,0.01,0.0,0.59,3.05,0.63,0.46,2.04,4788.822459999456
468,211840.0,7239.0,2531.5984,1918.9805,46.0,1115.6479,1115.6479,9.95,69.29,107.8,74.62,71.54,92.07,-7150.2,0.01,11.07,4.66,0.37,0.01,4.11,36.38,5319.831004531722
469,148666.34,9593.0,2510.6516,2306.001,44.0,833.5731052,833.5731052,10.03,110.18,90.42,70.01,63.69,89.59,-7894.29,0.0,7.14,0.15,0.85,2.43,0.64,328.19,2067.681897596995
470,137239.06,4534.0,3071.85,2989.8645,45.0,1342.167034,987.2991522,10.2,90.48,81.28,65.68,,82.62,-8040.86,0.03,0.25,0.15,0.23,,0.25,77.02,1938.7563569730073
471,299623.0,10418.0,2214.0535,2113.1538,45.0,1565.500645,1565.500645,13.19,66.65,99.77,109.6,105.14,107.16,-8100.43,0.01,33.02,7.59,0.6,1.47,3.48,1123.88,3062.4551519743145
472,181698.06,7438.0,1789.5986,1782.8204,50.0,1723.438353,836.4146042,8.83,91.39,102.69,87.81,86.52,132.01,-7530.93,0.01,9.63,9.42,10.09,1.8,2.12,190.71,3940.5539057489113
473,168704.0,4642.0,1976.5479,2191.021,48.0,2600.0,2600.0,13.87,133.55,95.23,54.32,64.08,73.68,-7607.85,0.63,214.94,0.24,0.74,3.59,1.59,407.23,3084.669006069803
474,,,,,,2600.0,2600.0,10.71,135.04,84.53,68.24,59.65,84.33,-7637.82,0.09,8.51,0.12,9.27,0.34,0.06,399.25,
475,,,,,,2600.0,2600.0,10.56,133.91,84.86,66.1,59.2,84.75,-7631.2,0.22,39.35,0.31,14.19,0.57,0.11,417.27,
476,75907.0,4518.0,1940.5421,1817.7504,48.0,1188.762357,759.5642713,9.5,78.4,124.08,92.02,78.73,125.31,-7418.1,0.01,0.15,1.41,2.94,0.17,0.16,3.35,5093.957079057267
477,136402.0,4385.0,2485.4858,1809.677,48.0,1117.041916,1117.041916,9.16,102.87,111.13,66.89,75.49,109.94,-7832.91,0.0,7.37,0.49,3.76,0.02,0.22,135.72,4504.90462016686
478,,9202.0,,1980.5433,43.0,2600.0,2600.0,11.03,137.04,76.52,67.06,63.5,83.26,-7952.83,0.07,5.57,0.96,0.15,2.61,8.91,57.59,
479,84618.0,6255.0,2519.7346,2112.1133,48.0,2600.0,2600.0,10.8,102.11,82.29,70.83,66.74,82.41,-8088.46,0.0,6.6,2.89,0.88,0.91,5.68,3.19,2767.236285423905
480,148602.0,7376.0,2650.4365,1908.785,63.0,767.9663676,761.8526893,9.36,88.74,118.09,71.45,72.48,104.96,-7258.24,0.03,0.07,5.39,0.62,0.1,6.57,35.83,4545.181087737716
481,100295.5,8973.0,2374.2002,2117.5994,45.0,1231.483113,801.9594765,6.61,190.64,101.86,40.87,37.24,97.65,-7219.5,0.09,15.65,0.77,2.96,42.68,4.33,924.51,1823.3365405227553
482,95966.0,4251.0,2531.4097,2288.0269,43.0,872.4091776,872.4091776,9.2,121.04,84.52,57.71,63.7,76.07,-7655.84,0.0,57.32,3.55,2.39,0.07,0.51,107.44,2087.1767084175644
483,76635.0,4961.0,1708.8362,720.18866,50.0,1760.967441,1760.967441,9.59,62.08,131.59,102.26,100.68,131.12,-8011.48,0.0,0.22,0.09,0.13,1.2,0.02,83.83,3612.4616689502186
