,First12MonthOil_BBL,LateralLength_FT,ProppantIntensity_LBSPerFT,WaterIntensity_GALPerFT,OilGravity_API,AvgHzDistAtDrillTimeSameZone_FT,ClosestHzDistAtDrillTimeSameZone_FT,MEDIAN_WFMP Upper A - ARITH_MEAN_DPHI_100,MEDIAN_WFMP Upper A - ARITH_MEAN_Resistivity_ALS,MEDIAN_WFMP Upper A - GROSS,MEDIAN_WFMP Upper A - NET_DPHI>8,MEDIAN_WFMP Upper A - NET_GR>75_DPHI>8,MEDIAN_WFMP Upper A - NET_Res>30,MEDIAN_WFMP_UA_MRKR_SSTVD,VARIANCE_WFMP Upper A - ARITH_MEAN_DPHI_100,VARIANCE_WFMP Upper A - ARITH_MEAN_Resistivity_ALS,VARIANCE_WFMP Upper A - GROSS,VARIANCE_WFMP Upper A - NET_DPHI>8,VARIANCE_WFMP Upper A - NET_GR>75_DPHI>8,VARIANCE_WFMP Upper A - NET_Res>30,VARIANCE_WFMP_UA_MRKR_SSTVD,gor scf/stb
220,79566.0,7400.0,2263.884,1863.1093,51.0,902.9352672,902.9352672,7.67,44.35,54.69,33.64,,37.95,-4950.45,0.17,8.99,0.05,4.32,,0.56,76.26,6694.8948043134005
221,311012.0,9959.0,,2066.477,44.0,883.3167091,868.546321,10.76,111.59,81.43,64.19,62.8,83.14,-7991.22,0.5,1.64,42.77,0.56,1.26,5.46,134.15,2164.855375355292
222,,10123.0205,,,,2600.0,2600.0,10.07,92.61,76.24,65.28,60.49,80.15,-7888.51,0.27,107.04,19.89,4.15,9.17,27.66,59.21,
223,152335.02,8675.0,,2204.1042,44.0,1794.870089,1296.688532,10.94,108.85,79.09,73.07,69.07,90.24,-8077.09,0.01,0.46,1.68,0.81,0.83,1.92,1.24,2628.20761765745
224,267312.0,10022.0,2328.9377,1908.8776,50.0,2018.380618,2018.380618,8.76,48.22,92.32,60.98,,66.89,-5499.72,0.03,10.8,3.52,3.22,,0.43,103.43,4999.685760459688
225,26924.0,7574.0,2006.2842,1984.9408,52.0,2600.0,2600.0,9.31,83.71,90.48,67.75,64.5,78.78,-6944.56,0.04,240.05,31.32,9.35,6.93,6.89,5210.29,9496.880106967761
226,163709.61,7085.0,2529.6096,2394.1,43.0,1308.824326,875.1199156,10.22,83.35,91.68,69.23,,89.16,-7709.83,0.08,79.95,0.02,4.64,,0.23,12.28,2205.347749591487
227,221275.0,9646.0,2011.0502,2538.5356,46.0,2600.0,2600.0,10.43,71.38,82.42,69.58,60.94,80.49,-7768.45,0.06,47.03,7.33,0.67,1.41,0.91,1546.09,4762.173765676195
228,274587.75,7561.0,3037.74,2885.652,44.0,2600.0,2600.0,12.2,78.67,92.9,74.33,,81.2,-7998.85,0.18,127.43,8.65,6.84,,52.15,77.72,2822.7080778366844
229,186954.0,4787.0,3004.8357,2960.451,45.0,2136.113543,1651.813129,9.69,84.41,81.33,52.49,,82.5,-8101.51,0.24,0.43,2.71,25.0,,0.24,27.48,2193.83377729281
230,312902.0,9218.0,1972.5435,2280.283,46.0,1644.782297,827.8442508,9.38,103.52,103.69,81.7,82.14,103.03,-7799.25,0.01,49.74,5.9,2.83,0.08,1.89,425.1,3460.514793769295
231,128517.0,4572.0,3272.0012,3624.4678,54.0,2600.0,2600.0,9.63,166.4,88.39,60.13,64.2,82.62,-6908.64,0.0,5.92,20.42,0.34,1.16,0.19,266.18,3955.0098430557823
232,146166.0,7239.0,2490.0972,2261.4854,49.0,2299.738479,2299.738479,10.73,75.29,113.71,106.43,92.07,116.35,-6605.66,0.02,5.88,3.16,5.13,0.22,2.11,8.96,4244.140224128731
233,73360.0,5967.0,2380.7036,2639.3735,49.0,501.0084878,501.0084878,8.81,170.63,75.81,61.06,60.82,82.9,-6927.74,0.07,22.62,0.29,0.95,0.04,1.23,1274.05,7047.164667393675
234,193153.0,10526.0,1776.109,1189.2491,44.0,2600.0,2600.0,10.13,87.95,97.52,74.63,,91.44,-7837.5,0.05,4.73,21.61,18.2,,0.36,3673.26,542.5439936216368
235,193322.0,9600.0,,,44.0,1133.970012,1031.342887,4.12,150.5,86.11,27.52,68.88,87.77,-7897.27,0.79,3.07,1.96,50.87,0.55,3.29,104.32,2339.0457371639027
236,103904.0,8235.0,2222.764,2239.9697,48.0,2600.0,2600.0,10.71,109.58,89.28,63.35,63.59,78.05,-7621.42,0.01,37.88,14.02,3.43,0.02,0.25,523.74,5712.91191869418
237,273853.0,9681.0,1943.8645,1730.5054,53.0,2600.0,2600.0,11.37,29.72,68.25,54.67,,40.53,-4699.53,0.37,0.12,22.08,14.6,,14.43,1323.41,4647.212190481754
238,54111.54,4905.0,461.24527,299.41162,46.0,1332.513597,1141.200765,5.73,60.71,104.41,38.8,92.91,100.95,-8268.73,0.04,1.34,0.16,0.03,0.51,0.0,368.69,2475.5421856409926
239,,,,,,2600.0,2600.0,10.49,115.3,96.2,58.72,63.73,77.02,-7580.67,0.28,34.82,21.68,20.18,0.07,0.91,1644.65,
240,47125.0,3709.0,1706.2251,1654.2157,49.0,2600.0,2600.0,13.4,59.06,88.52,92.35,80.14,85.35,-8071.92,0.01,0.34,0.02,0.39,0.17,0.15,331.96,9830.259946949602
241,260852.0,6925.0,2006.9998,2205.6167,49.0,2600.0,2600.0,9.99,81.67,108.05,74.42,71.53,93.9,-7231.05,0.01,3.62,8.65,0.31,0.09,6.81,10.52,4168.409672917976
242,204646.0,3779.0,2112.1804,2232.9456,46.0,2600.0,2600.0,9.92,195.65,110.02,62.43,61.12,80.75,-7624.09,0.16,342.15,13.59,3.93,0.94,0.34,1107.55,2884.37106026993
243,172957.0,4828.0,1324.1094,1117.08,52.0,2552.016533,2552.016533,9.77,121.48,114.98,76.88,73.15,112.49,-7406.25,0.03,9.05,0.26,0.06,0.34,4.0,177.91,3224.344779338217
244,63042.0,6402.0,1944.4224,2026.3618,51.0,2600.0,2600.0,8.82,57.73,82.88,41.89,42.18,73.96,-5991.22,0.0,21.26,0.03,2.59,2.26,0.28,87.93,6491.0535833254025
245,,,,,,2600.0,2600.0,10.33,73.7,85.66,57.65,55.53,85.93,-6305.56,0.0,1.57,6.79,2.07,0.14,0.3,161.61,
246,200655.0,4580.0,2010.2544,2745.9006,41.0,2600.0,2600.0,11.17,150.57,102.08,67.13,60.01,77.48,-7749.36,0.26,15.21,32.73,0.37,0.11,0.07,273.61,2871.2416834865817
247,105173.64,4333.0,,27.694216,43.0,631.0903696,631.0903696,11.34,87.88,79.14,72.36,,82.48,-8086.61,0.04,2.21,1.13,1.71,,0.4,378.6,2555.375282247529
248,172489.0,4959.0,1388.4858,1338.8693,53.0,2600.0,2600.0,9.89,128.07,116.14,78.69,72.86,114.01,-7432.64,0.04,13.34,0.28,0.06,0.34,3.22,132.66,2994.799668384651
249,229883.0,4883.0,2010.684,2371.783,45.0,2600.0,2600.0,10.11,108.94,109.95,75.33,71.65,100.54,-7309.19,0.02,1.18,3.66,0.15,0.12,4.39,46.28,4051.7480631451654
250,168394.0,10085.0,2370.4822,2248.868,50.0,1262.017388,1116.367386,10.5,106.37,87.79,72.53,71.43,85.84,-7074.05,0.04,86.28,5.71,3.29,1.79,23.57,4762.5,7668.984643158307
251,194122.0,7408.0,2076.703,1694.8768,64.0,776.7581938,774.653402,9.33,90.16,118.24,71.45,72.72,105.84,-7273.53,0.03,0.37,4.95,0.57,0.15,6.56,43.53,4484.700343083216
252,133526.55,8464.0,2513.011,2250.2056,50.0,2600.0,2600.0,6.11,191.27,100.95,36.6,33.66,97.07,-7236.15,0.08,14.93,0.89,4.44,44.47,4.83,901.16,2021.1474047670674
253,57853.0,9825.0,2411.5295,2150.4727,54.0,2600.0,2600.0,10.78,79.57,126.85,113.67,79.39,117.88,-6398.0,0.02,0.44,10.28,3.85,0.79,0.13,1107.85,6511.607003958308
254,,7155.0,2661.571,2695.5488,43.0,1103.394011,1043.959523,10.71,66.46,80.99,62.02,,64.86,-8060.62,0.03,9.86,22.03,9.86,,14.91,25.8,
255,120015.0,7644.0,2308.7812,2359.4128,45.0,2600.0,2600.0,6.49,70.21,79.61,56.87,62.84,78.62,-7357.33,7.31,303.64,2.51,150.08,1.07,8.97,2385.24,11219.705870099571
256,129695.266,6401.0,1829.0328,1949.5782,43.0,669.1864308,641.4424671,9.0,85.82,125.03,70.02,71.32,108.16,-7204.85,0.0,0.06,3.16,0.34,0.02,2.62,112.39,8482.021232756482
257,99735.0,14475.0,598.9555,552.1948,51.0,2600.0,2600.0,10.09,89.28,116.78,91.95,77.47,116.05,-7243.85,0.01,0.0,0.01,3.17,1.44,0.86,28.42,4138.577229658595
258,102009.0,4540.0,2011.5876,1812.4017,52.0,792.010175,780.6674576,9.44,76.16,121.83,94.63,80.69,129.05,-7461.69,0.01,0.27,0.66,2.35,0.07,0.08,2.59,5775.24532149124
259,196326.0,7434.0,2076.8591,1688.0565,64.0,779.4711846,779.4711846,9.34,91.84,118.0,71.66,72.88,106.51,-7286.14,0.04,0.85,4.41,0.55,0.2,7.0,56.64,4486.552978209712
260,162482.75,8628.0,1646.1691,1781.2383,45.0,1301.468468,721.8195428,11.14,33.99,81.92,81.43,76.81,83.83,-7868.0,0.0,6.25,99.74,2.65,3.66,0.43,6195.07,5379.067931826609
261,,7464.0,2040.9379,1781.3248,45.0,2091.131402,1771.364644,10.03,145.99,92.28,73.7,62.71,91.93,-7841.89,0.51,91.31,17.77,18.41,7.15,4.49,1342.52,
262,145546.0,4577.0,2908.1057,2812.8162,53.0,2470.774091,2470.774091,9.15,79.9,108.87,96.94,86.22,135.53,-7569.2,0.0,0.0,13.1,1.44,0.03,0.04,157.9,4142.5597405631215
263,149241.0,10648.0,1846.6008,1826.8304,48.0,2600.0,2600.0,11.48,74.68,74.66,63.15,61.87,61.36,-6859.6,0.12,119.04,0.49,0.65,1.03,20.83,3068.33,12339.243237448156
264,99440.0,4721.0,2050.4314,1869.2322,45.0,1234.416851,1155.104987,10.42,93.43,78.33,69.87,59.18,80.67,-7726.69,0.0,58.2,1.67,0.23,1.72,0.25,605.07,5006.526548672566
265,105767.0,6670.0,1410.0061,1385.238,48.0,2600.0,2600.0,9.74,61.44,144.56,112.34,110.96,137.07,-7745.62,0.0,0.76,0.21,0.02,0.94,0.04,239.21,3365.548800665614
266,278545.12,9362.0,1889.0172,2163.7446,47.0,849.3416725,844.3614399,9.6,79.04,105.73,84.59,84.35,105.43,-7949.28,0.05,26.82,0.78,0.03,1.2,0.79,417.55,3467.9580816206726
267,270156.0,9466.0,2185.9026,2284.7385,48.0,792.2159784,792.2159784,8.9,102.7,109.85,75.96,77.7,121.96,-7451.47,0.05,37.98,21.56,0.69,4.6,12.48,315.21,3184.0159019233333
268,294466.0,9410.0,2063.6174,2268.3027,46.0,735.93142,735.93142,10.22,111.28,84.01,59.94,59.14,77.54,-8070.1,0.0,5.48,29.03,0.41,2.95,0.54,29.3,2625.2708292298603
269,93512.0,6914.0,1971.81,2521.063,46.0,2600.0,2600.0,10.16,50.59,93.37,72.03,63.18,88.41,-7746.79,0.0,1.81,5.29,0.78,0.28,0.06,186.19,8465.672854820772
270,352065.0,9957.0,2581.952,2636.1592,48.0,929.7329657,929.7329657,9.07,103.02,118.23,89.93,88.09,129.76,-7584.0,0.0,19.76,6.88,5.66,7.29,1.67,392.31,3589.561586638831
271,81252.0,3979.0,2736.64,3162.4214,47.0,2600.0,2600.0,8.97,174.97,88.08,40.82,57.02,66.23,-7284.3,0.04,16.15,20.9,2.86,0.47,4.57,236.58,3640.4026977797466
272,239436.0,7488.0,2160.269,2452.9165,43.0,2600.0,2600.0,7.75,171.44,94.8,55.11,29.21,102.11,-7285.41,0.03,65.25,39.1,10.26,22.67,0.74,342.48,2289.989809385389
273,241723.8,4923.0,1691.7544,1865.1676,43.0,2600.0,2600.0,11.42,97.67,94.96,78.27,,77.17,-8140.04,0.0,0.08,0.87,0.0,,0.89,158.35,2725.310623116135
274,81957.0,4482.0,2273.8225,2886.9116,48.0,1153.360839,1153.360839,6.6,79.57,109.2,48.68,,102.11,-8287.1,0.07,5.91,0.62,11.08,,0.05,350.88,3183.388850250741
275,268728.12,10341.0,1882.301,2178.7646,48.0,866.3747469,866.3747469,9.55,78.91,119.54,71.97,87.8,117.56,-7856.72,0.02,38.42,0.24,13.95,7.74,1.19,310.48,3169.818997729006
276,227497.0,9130.0,2264.3647,2534.3386,43.0,839.4794532,832.8222807,7.47,183.23,103.26,35.35,52.71,78.33,-7282.28,0.9,11.28,2.47,17.46,26.58,30.43,108.28,2664.6461272016777
277,228715.0,6141.0,2694.8684,3100.7366,46.0,2600.0,2600.0,6.2,148.36,84.57,38.9,68.96,85.19,-7908.54,0.05,0.12,0.44,4.88,0.05,2.12,31.93,3389.3010952495465
278,113468.0,4480.0,1854.2063,2187.2625,49.0,2600.0,2600.0,10.19,92.35,113.57,90.03,76.45,112.32,-7188.47,0.01,0.07,0.12,3.6,1.77,1.2,8.23,3922.268833503719
279,144946.0,4372.0,2013.5734,2530.7095,54.0,739.4164615,739.4164615,9.09,75.39,106.58,79.04,76.19,105.52,-6296.75,0.0,1.57,0.6,4.67,3.18,1.07,7.95,6526.423633629076
280,76311.24,6264.0,2066.7783,1852.1235,48.0,1303.208961,1303.208961,9.03,86.49,124.25,69.95,70.88,107.27,-7191.01,0.0,0.15,2.69,0.28,0.01,2.32,111.75,7850.224947203059
281,,7917.198,,,,2600.0,2600.0,11.23,91.72,84.77,81.97,42.03,94.69,-7034.76,0.01,0.04,12.99,0.88,27.28,0.21,1899.74,
282,170490.0,7775.0,,,44.0,1339.67076,1229.148464,4.71,149.99,85.34,30.7,69.01,87.27,-7903.32,0.47,1.77,1.34,28.27,0.19,2.48,70.61,4462.725086515338
283,153760.98,7404.0,2508.543,2115.78,46.0,836.8963224,811.7784675,8.92,151.41,79.82,57.56,56.99,62.35,-7470.93,0.58,5.49,9.36,1.83,3.53,4.19,751.01,2391.113792328847
284,185454.02,9995.0,2527.2021,2090.4365,46.0,838.8862228,811.4416527,8.99,153.88,79.3,56.83,56.19,62.59,-7448.46,0.4,2.79,13.6,2.49,4.22,2.83,540.15,2367.082687126437
285,80642.0,4540.0,2135.4255,2472.458,42.0,820.4135256,794.2436753,10.34,91.55,79.01,58.41,62.37,77.31,-8097.85,0.31,1.58,0.1,29.21,0.05,2.45,0.82,2340.4801468217556
286,194291.0,4885.0,,1676.3611,42.0,1511.854886,1511.854886,10.57,126.24,89.04,70.96,64.56,90.92,-7714.75,0.03,29.1,0.75,0.91,0.01,0.46,64.95,1677.6587695775925
287,140709.08,6870.0,2535.1992,2605.8354,45.0,899.9083149,738.0767117,10.96,102.94,84.8,69.02,62.67,87.96,-7778.42,0.05,23.47,2.59,0.54,1.66,0.91,169.41,1828.974931823874
288,,10068.0,2463.0562,1737.9357,59.0,2600.0,2600.0,9.8,126.48,90.89,76.31,74.74,99.17,-7117.96,0.04,114.41,0.48,0.41,1.45,6.97,7724.82,
289,193314.0,4272.0,2641.9873,2799.4888,59.0,2600.0,2600.0,9.47,65.25,139.39,111.2,95.79,141.39,-6943.15,0.0,0.98,0.71,0.25,0.92,0.1,20.4,3985.5054470964337
290,,9719.0,1144.3138,1352.7529,47.0,1125.937771,1125.937771,9.03,53.77,152.29,114.8,104.36,125.81,-6728.95,0.03,1.52,3.19,21.49,39.76,0.47,305.73,
291,268605.53,8889.0,,,47.0,883.4512748,738.5819839,9.51,78.6,117.95,64.28,88.2,116.62,-7812.88,0.02,25.74,0.02,6.97,8.08,0.86,197.96,2351.6527749819593
292,94020.0,10202.0,1756.7986,1763.447,43.0,1425.15122,1412.478815,9.35,92.59,81.17,61.92,,88.25,-7954.26,0.01,3.64,7.41,0.48,,3.86,7172.99,3473.526909168262
293,296100.12,10130.0,,2562.0464,49.0,816.2994095,771.6671748,9.37,79.83,108.25,76.41,83.05,107.0,-7927.27,0.05,27.06,0.4,0.85,1.85,0.87,510.3,5410.659070317161
294,327618.0,9384.0,2183.6099,2199.6038,43.0,1349.710172,854.1126474,13.88,69.59,99.46,113.08,104.97,105.34,-8100.96,0.01,26.31,6.47,2.23,0.96,2.77,854.18,3058.3789657466928
295,261958.44,8477.0,2014.079,1971.4435,42.0,1574.844901,1164.95842,11.13,103.45,84.2,74.6,,88.19,-8121.27,0.01,0.91,2.79,0.7,,3.0,19.37,2446.872641324326
296,86703.0,8931.0,1828.9341,1881.8267,54.0,2600.0,2600.0,2.69,81.45,64.56,25.38,,53.86,-4855.48,0.12,0.68,2.76,0.0,,0.9,85.14,15483.962492647313
297,203688.0,9672.0,2458.6167,1895.1415,49.0,1792.880939,1792.880939,9.98,116.65,112.84,75.87,72.19,106.18,-7350.31,0.11,20.38,5.77,0.63,0.74,15.94,440.59,4232.571383684851
298,109873.0,7086.0,2576.2476,2022.342,43.0,922.0290792,871.706212,9.82,108.91,90.11,75.39,72.71,92.51,-7024.67,0.03,72.26,1.74,0.65,2.33,5.69,4442.17,6976.491039654874
299,114321.0,4353.0,1937.312,1968.9056,50.0,820.8339183,820.8339183,10.13,90.34,115.82,91.34,77.15,114.79,-7224.96,0.01,0.02,0.04,3.31,1.54,1.01,16.01,4287.147593180605
300,195821.0,7312.0,2426.3677,2320.0935,42.0,841.1544408,831.6715136,9.88,114.08,88.26,65.32,61.8,88.7,-7868.75,0.05,4.98,0.18,0.51,2.86,0.69,211.82,2343.3748167969725
301,118580.56,6992.0,2487.7725,2965.301,42.0,1721.001653,829.7329765,9.95,103.9,71.4,62.64,58.21,82.0,-7925.91,0.04,44.87,20.46,3.54,3.55,20.66,40.45,1911.7444714378141
302,75074.0,4977.0,1701.524,742.5907,49.0,1778.153204,1760.612204,9.59,60.98,129.83,101.46,101.0,130.14,-8041.89,0.0,0.18,0.09,0.12,1.32,0.03,95.11,3869.182406692064
303,,10052.0,2507.0554,1886.8077,61.0,1097.975038,1097.975038,9.81,56.0,114.16,95.76,110.59,119.42,-8341.14,0.01,0.19,3.18,0.04,3.7,0.04,86.55,
304,350909.12,11485.0,523.6646,570.0174,41.0,931.597762,926.2946318,11.24,118.7,77.69,69.77,68.06,78.21,-7926.64,0.02,126.28,7.69,1.34,0.44,0.42,71.78,1622.3646737936024
305,151974.0,10331.0,2449.3708,2231.9397,49.0,2600.0,2600.0,9.1,51.87,81.61,57.68,48.83,51.51,-7348.23,0.0,72.02,4.18,1.85,23.28,195.62,4014.3,10903.746693513363
306,109783.0,4426.0,2064.8289,1988.6516,45.0,2600.0,2600.0,9.25,76.9,108.09,97.37,84.82,134.73,-7544.93,0.0,0.1,9.39,1.41,0.0,0.02,65.55,4455.252634743085
307,76526.0,10569.0,,2366.7869,43.0,2600.0,2600.0,10.78,129.4,77.9,69.53,64.71,90.41,-7968.27,0.0,1.2,2.78,2.38,5.36,11.49,51.95,4363.013877636358
308,211141.0,6679.0,2146.4111,2368.0164,45.0,2600.0,2600.0,6.83,187.56,104.12,32.62,49.59,83.7,-7260.15,0.69,4.67,3.74,13.35,26.47,17.46,22.62,2438.1574398150997
309,226294.77,7456.0,2509.4182,2453.7488,47.0,2600.0,2600.0,9.98,141.86,92.32,69.02,55.12,87.45,-7537.04,0.13,7.81,2.07,20.78,8.08,3.46,21.85,1640.6452522079942
310,78021.516,4163.0,1455.6969,1503.2731,43.0,606.4398401,558.4406093,12.96,106.23,94.95,85.37,,99.68,-7983.78,0.0,5.36,0.34,3.38,,4.65,9.3,1476.1133326350644
311,58227.0,4834.0,1396.2598,1408.9738,52.0,2600.0,2600.0,10.23,67.99,110.02,99.19,90.91,112.72,-6577.54,0.01,1.21,0.46,2.88,0.01,0.48,1.01,4387.758256478954
312,202359.0,9495.0,1344.5007,1725.7625,,2600.0,2600.0,10.6,116.52,84.22,63.15,55.64,78.96,-7999.73,0.01,12.49,15.22,1.67,1.71,1.77,219.14,2686.230906458324
313,407484.56,9570.0,2011.8276,1930.4113,43.0,1580.799584,1209.384426,9.82,47.59,119.42,96.63,94.1,121.76,-7997.76,0.13,4.68,12.22,2.16,5.33,3.17,350.95,2248.1094743810663
314,256747.69,9509.0,1976.7643,1744.3142,49.0,986.7335558,986.7335558,8.71,93.74,113.94,72.78,77.36,120.43,-7415.14,0.04,24.42,4.68,0.62,3.0,12.93,507.33,4515.490674911233
315,157549.0,4811.0,1224.0083,1179.5317,49.0,2600.0,2600.0,9.02,62.74,141.57,104.48,88.48,137.79,-6835.01,0.0,0.83,1.1,2.21,3.59,0.01,469.17,3511.7836355673476
316,323173.06,7740.0,1748.8379,1965.1523,46.0,2600.0,2600.0,11.09,95.03,97.15,76.01,,73.58,-8084.13,0.09,1.31,0.07,8.7,,0.33,70.35,2379.191817535781
317,91375.18,4397.0,,1431.0471,43.0,841.3955627,837.3536606,11.08,83.84,74.36,70.33,,76.35,-8096.11,0.02,1.11,1.3,1.19,,2.93,53.5,2593.4109240605603
318,150082.0,7459.0,2493.194,2277.1416,50.0,2600.0,2600.0,10.73,80.67,137.06,118.9,103.98,136.86,-7080.35,0.03,4.46,0.11,2.51,3.88,0.61,533.79,3887.9545848269613
319,212692.0,4267.0,,2057.4883,50.0,814.5219458,814.5219458,9.86,64.42,142.45,111.8,107.63,136.43,-7796.51,0.0,0.28,0.16,0.01,0.36,0.01,71.03,2454.1778722283866
320,154411.0,3962.0,2647.3157,2999.25,47.0,2600.0,2600.0,3.17,239.51,90.59,68.95,62.82,79.08,-7522.28,18.06,80.21,23.94,1.47,0.03,0.06,216.4,8878.952924338291
321,153981.17,10172.0,2436.9526,2241.7236,46.0,813.7305212,813.7305212,10.39,81.94,80.42,65.31,64.79,79.2,-7866.89,0.18,34.01,2.71,12.68,9.37,4.26,912.98,2873.1222135797507
322,225595.0,9980.0,,1942.4998,46.0,820.1576355,820.1576355,10.35,112.42,84.1,75.06,54.89,83.93,-7769.52,0.09,465.47,72.74,12.49,22.0,36.31,3725.04,6897.462266450941
323,130723.7,6138.0,1828.2925,1933.2317,44.0,332.1002831,314.8331831,8.92,85.84,126.47,70.17,72.31,110.27,-7234.51,0.0,0.12,3.45,0.43,0.08,2.89,101.38,5877.920836084047
324,116035.38,8162.0,1870.4934,2151.3774,46.0,808.9453288,792.8002979,9.89,80.06,104.69,87.93,84.61,104.21,-7961.21,0.03,21.84,0.61,0.01,0.55,0.72,297.85,8874.637201170885
325,280780.94,10097.0,1778.4044,1806.8112,50.0,2588.104371,2588.104371,9.71,70.2,123.8,92.58,90.39,119.88,-7901.32,0.05,40.53,0.95,8.75,3.84,1.44,498.89,3015.76844924018
326,274138.0,9864.0,2546.1472,1928.3723,48.0,922.846686,922.846686,10.8,155.91,107.37,80.67,72.91,112.88,-7703.19,0.04,24.78,3.93,0.38,0.03,1.22,5.19,4063.5738204845734
327,65673.0,8517.0,2350.8735,2786.2456,48.0,993.9474389,993.9474389,6.49,171.47,72.91,48.04,58.5,74.88,-7118.8,0.67,18.86,1.48,22.82,1.35,6.61,5021.51,3362.8127236459427
328,287752.5,8766.0,2506.0383,1933.02,46.0,828.4140524,828.4140524,8.99,158.21,78.6,53.32,54.92,62.39,-7403.0,0.14,1.32,24.79,1.62,4.37,2.36,346.43,2060.11277052328
329,114854.0,4416.0,2501.4434,2278.3054,48.0,1118.666417,1118.666417,9.14,101.49,110.78,67.94,76.22,109.24,-7833.0,0.0,7.25,0.57,3.66,0.03,0.24,150.63,3908.6753617636305
330,58774.0,9950.0,2491.9324,2396.4216,49.0,2600.0,2600.0,10.18,70.92,140.58,114.33,104.06,137.1,-7734.21,0.0,1.97,0.54,0.13,1.6,0.13,34.18,57.10007826589989
331,141521.3,4412.0,1537.2034,2234.818,48.0,1595.887964,1595.887964,10.49,120.95,78.51,65.14,58.04,81.8,-7993.15,0.0,3.17,0.94,0.55,1.14,1.13,15.77,2350.2990715885176
332,230224.84,7179.0,2512.7063,2194.5388,43.0,1466.354307,939.1513634,9.37,100.56,90.04,62.51,,87.87,-7635.68,0.44,64.31,1.77,18.82,,5.89,15.42,1237.3776000886785
333,122298.0,9567.0,,,45.0,1260.607502,1260.607502,10.78,118.58,86.17,63.46,55.98,78.66,-7983.15,0.01,14.56,52.82,1.91,1.34,1.52,332.06,4471.144254198761
334,,10423.0,1847.1907,1890.9452,56.0,2057.120722,2057.120722,10.37,151.64,87.3,64.38,62.13,77.73,-7789.29,3.54,1.41,50.76,135.25,1.68,9.21,1300.58,
335,,10620.0,2418.8186,2610.6204,47.0,878.3712193,878.3712193,11.3,49.66,92.31,85.33,75.14,70.79,-8017.97,0.0,8.17,7.97,0.87,1.53,6.31,1607.6,
336,95119.0,6605.0,1737.4491,1451.2224,49.0,1152.402059,1152.402059,9.61,56.44,126.54,100.08,108.74,125.71,-8181.54,0.0,0.17,1.21,0.06,2.19,0.03,9.59,3365.3949263554073
337,109817.82,7613.0,2533.424,2115.3887,45.0,1348.195407,911.5734042,10.23,85.16,78.26,64.71,62.69,78.22,-7868.06,0.15,33.83,9.8,7.19,7.58,8.15,193.04,1935.0700095849654
338,126626.83,3890.0,2026.863,2373.8916,49.0,2600.0,2600.0,9.47,90.57,121.5,95.31,86.53,121.84,-7812.36,0.0,5.94,0.37,0.29,0.0,0.15,286.81,3672.4062349187766
339,220774.0,9810.0,2495.4016,2566.88,42.0,831.5178494,825.498312,10.54,133.58,84.93,65.9,58.91,84.74,-7622.31,0.32,50.71,0.07,18.33,1.04,0.45,267.53,1636.8005290478045
340,226438.0,6957.0,2629.2288,2752.627,49.0,684.64394,659.3730467,8.5,55.14,147.53,100.21,87.74,125.87,-6615.2,0.04,0.2,1.68,30.24,31.47,4.6,272.41,3966.8695183670584
341,,8948.0,,,45.0,2600.0,2600.0,13.33,52.28,93.2,95.88,78.04,91.29,-8066.04,0.16,0.85,1.0,7.0,1.43,3.35,3704.88,
342,137586.75,9843.0,2255.0205,1985.0895,50.0,900.4349884,900.4349884,7.79,85.28,107.79,65.45,,93.38,-5723.78,0.04,53.6,2.01,0.04,,8.23,114.02,9794.966448440711
343,131106.0,8891.0,1365.5632,1698.3885,50.0,2600.0,2600.0,11.53,172.85,85.22,74.25,66.48,94.11,-7151.88,0.09,23.36,10.93,10.75,2.6,0.25,3205.57,5405.625982029808
344,289320.44,9901.0,,,49.0,812.8049315,762.2222944,9.31,79.95,109.07,73.97,82.73,107.48,-7923.16,0.04,25.68,0.3,1.35,2.05,0.85,488.12,4248.993952864167
345,310224.3,10114.0,2470.1343,2560.937,43.0,851.9925368,835.1950525,10.59,133.32,84.78,66.45,59.53,84.7,-7636.84,0.19,34.17,0.85,14.55,0.49,0.02,714.23,1699.1795936037252
346,,,,,,2600.0,2600.0,9.98,71.24,112.83,99.05,84.19,112.95,-6368.44,0.03,1.04,2.53,11.5,0.05,1.36,218.79,
347,179996.0,6192.0,2864.9707,3318.2712,47.0,2600.0,2600.0,-1.17,159.26,73.81,60.68,59.41,83.8,-7048.86,12.53,1.38,3.45,0.33,0.12,0.23,2716.09,2559.162425831685
348,100711.34,3979.0,1972.1564,1672.0624,43.0,2600.0,2600.0,9.53,65.0,91.88,62.6,67.89,85.52,-7920.2,0.03,0.26,0.39,0.36,0.0,1.89,62.0,1488.8254887681962
349,101350.266,8941.0,1389.3016,1541.5146,44.0,2600.0,2600.0,9.92,131.3,81.11,66.54,69.69,94.87,-7935.25,0.08,57.27,4.35,9.7,1.27,2.25,290.33,3644.113770752215
350,111998.0,10272.0,1820.0276,1118.6847,51.0,921.1704219,902.1975588,11.64,169.66,109.18,84.76,71.88,109.88,-7492.43,0.14,47.63,15.18,0.16,0.05,5.08,861.49,4921.007517991392
351,150215.94,5416.0,2293.538,3376.322,,2600.0,2600.0,9.79,86.64,101.25,72.69,,94.62,-7836.26,0.05,0.48,5.76,14.64,,0.34,1418.71,1311.4047017913012
